train/learning_rate,train/n_updates,train/ent_coef,time/time_elapsed,train/critic_loss,train/ent_coef_loss,time/total_timesteps,time/fps,rollout/ep_rew_mean,rollout/success_rate,time/episodes,rollout/ep_len_mean,train/actor_loss
0.0003,322752,1.6533244433958316e-05,1671,1.5512082484292478e-05,-2.1532880552113056,322864,193,0.02,0.02,1084,295.34,-0.012804860183678102
0.0003,326000,1.3370575175031263e-05,1689,2.441988794998906e-05,5.281239323318005,326112,193,0.02,0.02,1088,295.34,-0.015165357530349866
0.0003,326304,1.3883447650187009e-05,1690,1.849008720000711e-05,0.9825456365942955,326416,193,0.02,0.02,1092,295.34,-0.013967507635243237
0.0003,327440,1.714244706363388e-05,1696,1.1412009143896285e-05,-9.513137593865395,327552,193,0.02,0.02,1096,295.34,-0.011694775133946678
0.0003,327552,1.6775585095274437e-05,1697,1.5738845007717828e-05,-4.6541952937841415,327664,193,0.01,0.01,1100,297.77,-0.01376205639098771
0.0003,328784,1.4749326510354877e-05,1703,1.1595060385616307e-05,1.2440500631928444,328896,193,0.02,0.02,1104,295.56,-0.011889448942383751
0.0003,331088,1.5119808779218147e-05,1716,1.4102744216870633e-05,0.5155743695795536,331200,192,0.04,0.04,1108,292.7,-0.009035265578859253
0.0003,331104,1.5137440243506717e-05,1716,1.4694835556383623e-05,1.690455585718155,331216,192,0.04,0.04,1112,292.7,-0.0127356287339353
0.0003,332256,1.5796359207342903e-05,1721,9.588172332541944e-06,-2.359528075903654,332368,193,0.04,0.04,1116,292.7,-0.009493378951447085
0.0003,332656,1.4486438431049464e-05,1723,4.4524417319280474e-05,-3.304087869822979,332768,193,0.06,0.06,1120,286.72,-0.011881170285050757
0.0003,334656,1.5164466958594858e-05,1733,4.0099276645833015e-05,2.8289643675088882,334768,193,0.07,0.07,1124,284.76,-0.010188624350121245
0.0003,335888,1.6741544186515966e-05,1740,1.0496791816194673e-05,-2.6005169302225113,336000,193,0.07,0.07,1128,284.76,-0.00989692776784068
0.0003,336800,1.634307648146205e-05,1745,4.828009548418777e-05,-0.9248012863099575,336912,193,0.07,0.07,1132,284.76,-0.009971402207156643
0.0003,337456,1.549431874536822e-05,1748,2.8784878622900578e-05,-0.2071739323437214,337568,193,0.07,0.07,1136,284.76,-0.012656216946197674
0.0003,339456,1.3976742991417268e-05,1758,1.4371021393344563e-05,-1.2193535044789314,339568,193,0.07,0.07,1140,284.76,-0.01002279095700942
0.0003,340688,1.511222961880776e-05,1765,3.679879171158973e-05,1.66868881508708,340800,193,0.07,0.07,1144,284.76,-0.008111954673950095
0.0003,341120,1.6539931834813615e-05,1767,1.3255363938924347e-05,2.660161640495062,341232,193,0.08,0.08,1148,283.27,-0.010335625280276872
0.0003,341936,1.4978286174027744e-05,1771,2.4590797295331868e-05,-6.122154176235199,342048,193,0.08,0.08,1152,283.27,-0.009581243342836387
0.0003,344256,1.8808110439749726e-05,1784,1.8024097016677842e-05,7.917470693588257,344368,193,0.08,0.08,1156,283.27,-0.01206566413748078
0.0003,345488,1.874811391644471e-05,1790,1.5686741107856506e-05,5.630983330309391,345600,193,0.09,0.09,1160,281.0,-0.012214429734740406
0.0003,345504,1.8811647123584407e-05,1790,2.450515228247241e-05,0.009130090475082397,345616,193,0.09,0.09,1164,281.0,-0.012646099843550473
0.0003,346656,1.8970421592712228e-05,1796,2.352744309064292e-05,-2.2760420441627502,346768,193,0.09,0.09,1168,281.0,-0.011428244499256834
0.0003,349056,1.9320616388540657e-05,1808,1.9697130312579247e-05,6.7004818841814995,349168,193,0.09,0.09,1172,281.0,-0.013554156044847332
0.0003,350288,2.1471962895702745e-05,1815,1.5526460629189387e-05,-0.3864278644323349,350400,193,0.09,0.09,1176,281.0,-0.010586000360490289
0.0003,350304,2.1454175112012308e-05,1815,2.36054725064605e-05,-1.8940645828843117,350416,193,0.09,0.09,1180,281.0,-0.012348685806500725
0.0003,351456,2.024670095579495e-05,1821,2.5654657576978934e-05,-5.404610708355904,351568,193,0.08,0.08,1184,283.23,-0.01141085552808363
0.0003,353856,2.0269413312234974e-05,1833,2.491314927510757e-05,4.584692507982254,353968,193,0.08,0.08,1188,283.23,-0.011642410732747521
0.0003,355088,2.1932063873464358e-05,1840,2.7936057506394718e-05,-3.7785640582442284,355200,192,0.08,0.08,1192,283.23,-0.01267346517124679
0.0003,355104,2.186727567732305e-05,1840,2.824926821176632e-05,-4.033126171678305,355216,192,0.08,0.08,1196,283.23,-0.01034013532625977
0.0003,356208,2.1871670810469368e-05,1846,2.0781808132142032e-05,-5.073131266981363,356320,193,0.09,0.09,1200,280.69,-0.012933131423778832
0.0003,356960,2.315003746389266e-05,1849,2.5140953084701323e-05,-1.4243742898106575,357072,193,0.08,0.08,1204,282.9,-0.008697209777892567
0.0003,359600,1.8815118096426886e-05,1862,2.0672138703048404e-05,-2.307841334491968,359712,193,0.06,0.06,1208,285.76,-0.015178641740931198
0.0003,359904,1.9237679907746497e-05,1864,2.2494116763027705e-05,-6.4951265677809715,360016,193,0.06,0.06,1212,285.76,-0.013638493066537194
0.0003,360864,2.0306554915805464e-05,1868,2.6685100579015852e-05,7.831026025116444,360976,193,0.07,0.07,1216,283.37,-0.015458580339327455
0.0003,361456,2.0867281136816018e-05,1871,2.982712885568617e-05,-2.926690086722374,361568,193,0.05,0.05,1220,289.35,-0.01008201741205994
0.0003,363920,1.9201775444344094e-05,1884,4.8075418987991725e-05,-5.2086829748004675,364032,193,0.04,0.04,1224,291.31,-0.013036620075581595
0.0003,364704,2.168169498872885e-05,1888,5.0242169891134836e-05,2.1836653240025043,364816,193,0.04,0.04,1228,291.31,-0.016137931510456838
0.0003,365664,2.0185947505524382e-05,1893,1.715396410872927e-05,2.7524006441235542,365776,193,0.04,0.04,1232,291.31,-0.013181784204789437
0.0003,366256,1.9448167904556612e-05,1896,2.9573833217000356e-05,0.3877594396471977,366368,193,0.04,0.04,1236,291.31,-0.012468936358345672
0.0003,368720,1.873301721388998e-05,1909,2.2953508675982448e-05,-0.41142163798213005,368832,193,0.04,0.04,1240,291.31,-0.012894434563349932
0.0003,369504,2.020942918079527e-05,1913,2.2232222647744493e-05,3.851218357682228,369616,193,0.04,0.04,1244,291.31,-0.013726653232879471
0.0003,370464,2.2826285203336738e-05,1918,1.71252233371888e-05,0.6736482717096806,370576,193,0.03,0.03,1248,292.8,-0.009545230692310724
0.0003,371056,2.1119951725268038e-05,1921,1.832926733413842e-05,0.1677069216966629,371168,193,0.03,0.03,1252,292.8,-0.013742897717747837
0.0003,373152,2.2619741571361374e-05,1932,2.7863920081472315e-05,8.751708880066872,373264,193,0.04,0.04,1256,290.59,-0.013653341913595796
0.0003,374304,2.3144575834521675e-05,1939,1.5769970389101218e-05,-5.095043547451496,374416,193,0.03,0.03,1260,292.86,-0.008890691402484663
0.0003,375200,2.352852925469051e-05,1943,2.186433925999154e-05,6.199577473104,375312,193,0.03,0.03,1264,292.86,-0.005878133473743219
0.0003,375856,2.244246661575744e-05,1947,2.0712771004127717e-05,0.9258926659822464,375968,193,0.03,0.03,1268,292.86,-0.011822935426607728
0.0003,377952,2.063743932012585e-05,1958,2.0272832159662357e-05,-1.3877769857645035,378064,193,0.03,0.03,1272,292.86,-0.009291148686315864
0.0003,379104,2.281375418533571e-05,1964,2.0476822498949332e-05,3.8481202982366085,379216,193,0.03,0.03,1276,292.86,-0.013356043782550842
0.0003,380000,2.1369744445109973e-05,1968,2.483087803284434e-05,-6.526557490229607,380112,193,0.03,0.03,1280,292.86,-0.009974379499908537
0.0003,380656,1.9153412836203643e-05,1972,2.0831606377669232e-05,-3.786116175353527,380768,193,0.03,0.03,1284,292.86,-0.00839300591906067
0.0003,382752,2.1152806084501208e-05,1982,2.3716367650195025e-05,-1.6911578625440598,382864,193,0.03,0.03,1288,292.86,-0.010350360971642658
0.0003,383904,1.895539969609672e-05,1988,4.0233075253581774e-05,-2.8228841945528984,384016,193,0.03,0.03,1292,292.86,-0.009745070739882067
0.0003,384800,2.045012013240921e-05,1992,1.7890620199523255e-05,-0.8064281642436981,384912,193,0.03,0.03,1296,292.86,-0.008898107247659937
0.0003,385456,2.1325370880731498e-05,1995,2.184236257107841e-05,2.302189338952303,385568,193,0.02,0.02,1300,295.4,-0.010414992124424316
0.0003,387552,2.1947447521597496e-05,2005,3.680175575482281e-05,-3.921451259404421,387664,193,0.02,0.02,1304,295.4,-0.006764494602975901
0.0003,388704,2.0554830939545354e-05,2011,2.2704134096329653e-05,-0.7402076795697212,388816,193,0.02,0.02,1308,295.4,-0.008397229641559534
0.0003,389600,2.0400351218086143e-05,2015,1.7367020973324543e-05,-3.600415952503681,389712,193,0.02,0.02,1312,295.4,-0.00732955052080797
0.0003,390256,2.217532903614483e-05,2018,2.3534596550689457e-05,2.0912451334297657,390368,193,0.01,0.01,1316,297.79,-0.010736356052802876
0.0003,392256,2.2842863586447493e-05,2028,2.290188064080212e-05,0.8360612615942955,392368,193,0.02,0.02,1320,295.5,-0.009947997918061446
0.0003,393488,2.038932734649279e-05,2034,2.0541230696835555e-05,-0.27869411557912827,393600,193,0.02,0.02,1324,295.5,-0.008040316854021512
0.0003,394240,1.8977895820171398e-05,2037,2.1305718746589264e-05,-4.416149158030748,394352,193,0.02,0.02,1328,295.5,-0.008866172094712965
0.0003,394736,1.9482076595522813e-05,2040,1.758583840683059e-05,-1.1908592730760574,394848,193,0.02,0.02,1332,295.5,-0.010638039675541222
0.0003,397056,2.333777820240357e-05,2052,2.1843147408162622e-05,-8.735112756490707,397168,193,0.02,0.02,1336,295.5,-0.007211483316496015
0.0003,398288,2.0681675778178032e-05,2059,2.067323708843105e-05,-4.156481951475143,398400,193,0.02,0.02,1340,295.5,-0.007009963250311557
0.0003,398880,2.068117089493171e-05,2062,2.904276794879479e-05,4.662962727248669,398992,193,0.03,0.03,1344,294.7,-0.005525696091353893
0.0003,399456,2.251361263461149e-05,2065,1.6123185673677654e-05,1.147327158600092,399568,193,0.03,0.03,1348,294.7,-0.0030451950879069045
0.0003,401664,2.53989809380073e-05,2076,2.8921086766331427e-05,-2.2262191511690617,401776,193,0.04,0.04,1352,292.68,-0.007633680215803906
0.0003,402800,2.2094279074735823e-05,2082,2.4521281375200488e-05,-6.507863864302635,402912,193,0.03,0.03,1356,294.89,-0.006551006481458899
0.0003,403520,2.2446546608989593e-05,2086,2.320178555237362e-05,-0.33234240487217903,403632,193,0.03,0.03,1360,294.89,-0.004224206946673803
0.0003,404208,2.127078539615468e-05,2089,7.233901249037444e-05,-5.217163980007172,404320,193,0.03,0.03,1364,294.89,-0.004310134914703667
0.0003,406464,1.8217731621916755e-05,2101,2.8588501777448982e-05,4.738674595952034,406576,193,0.03,0.03,1368,294.89,-0.006680258178676013
0.0003,407600,1.987565633498889e-05,2107,2.6524139457251295e-05,0.046214353293180466,407712,193,0.03,0.03,1372,294.89,-0.004986769665265456
0.0003,408320,1.8545848547546484e-05,2111,2.7769991447712528e-05,-3.342999929562211,408432,193,0.03,0.03,1376,294.89,-0.0042064182489411905
0.0003,409008,1.8539082361712644e-05,2115,3.0152046917919506e-05,-0.6444758474826813,409120,193,0.03,0.03,1380,294.89,-0.0046697000216227025
0.0003,409632,1.9468481809781224e-05,2118,3.210770609030078e-05,3.8869854137301445,409744,193,0.05,0.05,1384,291.56,-0.004633049502444919
0.0003,411920,2.259258826597943e-05,2130,2.3990856107047875e-05,-4.594349786639214,412032,193,0.05,0.05,1388,291.56,-0.00027100753504782915
0.0003,412704,1.9817281213363458e-05,2134,2.264777589289224e-05,14.766990691423416,412816,193,0.05,0.05,1392,291.56,-0.0029396240279311314
0.0003,413808,2.1903816218582506e-05,2140,3.426595691280454e-05,-0.152052354067564,413920,193,0.05,0.05,1396,291.56,-0.0045839364975108765
0.0003,414432,2.180506032800622e-05,2143,3.3730478207871784e-05,-3.2097762003540993,414544,193,0.05,0.05,1400,291.56,-0.0052193523733876646
0.0003,416720,2.1522169276977365e-05,2155,2.887228890813276e-05,1.0437783934175968,416832,193,0.05,0.05,1404,291.56,0.00014988016482675448
0.0003,417504,2.2433314597947174e-05,2159,3.517833965815953e-05,-7.273056253790855,417616,193,0.05,0.05,1408,291.56,0.0032476521300850436
0.0003,418608,2.017028020873113e-05,2165,2.952050806470652e-05,-0.3919990062713623,418720,193,0.05,0.05,1412,291.56,-0.0015662324803997763
0.0003,419232,2.009486070164712e-05,2168,2.362907474662279e-05,5.597349565476179,419344,193,0.05,0.05,1416,291.56,-0.004036886981339194
0.0003,421520,1.851280183018389e-05,2181,1.96477026292996e-05,-1.4769842624664307,421632,193,0.04,0.04,1420,293.85,0.0008780188836681191
0.0003,422304,1.8037056520370243e-05,2185,2.5530873926982167e-05,12.554076373577118,422416,193,0.04,0.04,1424,293.85,-0.0015415045927511528
0.0003,423408,1.7249744928449218e-05,2190,1.5943261985285062e-05,-6.352743394672871,423520,193,0.04,0.04,1428,293.85,-0.00010739019489847124
0.0003,424032,1.78091713678441e-05,2194,2.1433554820760037e-05,-1.3067703563719988,424144,193,0.04,0.04,1432,293.85,-0.0013994625842315145
0.0003,426320,1.7917434888659045e-05,2206,2.5511706098768627e-05,-2.3783116713166237,426432,193,0.04,0.04,1436,293.85,0.0016421811742475256
0.0003,427104,1.5850265754124848e-05,2209,2.1004630127663404e-05,3.555815353989601,427216,193,0.04,0.04,1440,293.85,-0.001129950596805429
0.0003,428208,1.9122713524666324e-05,2215,4.265330642283516e-05,4.179218918085098,428320,193,0.03,0.03,1444,294.65,-0.0011188003336428665
0.0003,428832,1.9150583057125914e-05,2218,4.009072938515601e-05,4.119300866499543,428944,193,0.03,0.03,1448,294.65,-0.002022754357312806
0.0003,431120,1.857588085840689e-05,2230,2.6173549372288107e-05,2.610495373606682,431232,193,0.03,0.03,1452,296.61,-0.002024653978878632
0.0003,431904,2.0022060425617383e-05,2234,2.4817346400141105e-05,5.6624124106019735,432016,193,0.03,0.03,1456,296.61,-0.005077310808701441
0.0003,433008,2.3865372213549563e-05,2240,6.673836628579011e-05,-1.7569976672530174,433120,193,0.03,0.03,1460,296.61,-0.002361021572141908
0.0003,433632,2.494993123036693e-05,2243,2.6175748075729643e-05,-5.6357347667217255,433744,193,0.03,0.03,1464,296.61,0.00013416391448117793
0.0003,435552,2.2480675738734135e-05,2253,3.0408148518290545e-05,-2.2962683364748955,435664,193,0.04,0.04,1468,294.45,-0.007704975228989497
0.0003,436688,1.9039685525967798e-05,2259,2.4555941593007446e-05,-1.4183341339230537,436800,193,0.05,0.05,1472,292.34,-0.003879625117406249
0.0003,437440,1.899801850413496e-05,2262,2.5821717088092555e-05,-4.729801215231419,437552,193,0.05,0.05,1476,292.34,-0.006658163263637107
0.0003,438384,1.931105532548827e-05,2267,2.977530130010564e-05,3.533757008612156,438496,193,0.05,0.05,1480,292.34,-0.009404080978129059
0.0003,440352,2.294789157986088e-05,2276,3.8768426179558446e-05,2.40353112667799,440464,193,0.03,0.03,1484,295.67,-0.00785280202399008
0.0003,441488,1.953219475581136e-05,2282,4.128922626023268e-05,-4.163303654640913,441600,193,0.03,0.03,1488,295.67,-0.003593176370486617
0.0003,442240,1.959816097496514e-05,2286,3.5191360211683786e-05,-0.933597706258297,442352,193,0.03,0.03,1492,295.67,-0.006699214267428033
0.0003,443184,1.8307314576304634e-05,2291,2.8901422581384395e-05,-5.0729049406945705,443296,193,0.03,0.03,1496,295.67,-0.004277895961422473
0.0003,445056,1.9367890445209923e-05,2301,3.27084424043278e-05,1.6213300079107285,445168,193,0.04,0.04,1500,294.15,-0.009547773224767298
0.0003,446288,1.8994157358065422e-05,2307,3.714195969450884e-05,-1.4164569675922394,446400,193,0.04,0.04,1504,294.15,-0.004235124142724089
0.0003,447040,2.161604322736821e-05,2311,5.7894971632777015e-05,0.4915041998028755,447152,193,0.04,0.04,1508,294.15,-0.006690312715363689
0.0003,447456,2.0538230728561757e-05,2314,2.638140085764462e-05,-5.621922977268696,447568,193,0.05,0.05,1512,291.16,-0.0068189802404958755
0.0003,448368,1.8252566519549873e-05,2318,4.277182495115994e-05,5.131164360791445,448480,193,0.06,0.06,1516,289.26,-0.0038992469490040094
0.0003,450304,2.064147599867283e-05,2328,3.4789258165801584e-05,-6.341872349381447,450416,193,0.06,0.06,1520,289.26,-0.00547859218204394
0.0003,451520,2.171384471694182e-05,2334,4.257209513980342e-05,1.1261976510286331,451632,193,0.06,0.06,1524,289.26,-0.0006883374589961022
0.0003,452256,2.3719790760878823e-05,2338,3.1122545919970435e-05,2.3608206659555435,452368,193,0.06,0.06,1528,289.26,-0.006051204516552389
0.0003,453168,2.1190234747336945e-05,2343,3.9312313674599864e-05,-1.2473222091794014,453280,193,0.06,0.06,1532,289.26,-0.005611485030385666
0.0003,454752,2.2092665176387527e-05,2351,3.305892539628985e-05,-6.42315599322319,454864,193,0.07,0.07,1536,286.27,0.0005882293044123799
0.0003,455904,2.07619673346926e-05,2357,3.9897864894555823e-05,6.910950317978859,456016,193,0.07,0.07,1540,286.27,-0.0035185138185624965
0.0003,457008,2.3178073320195836e-05,2362,3.6274481090003974e-05,1.8540493547916412,457120,193,0.07,0.07,1544,286.27,-0.004434200825926382
0.0003,457648,2.235441411357897e-05,2365,4.550801679670258e-05,-5.5018360540270805,457760,193,0.07,0.07,1548,286.27,-0.0013856761797796935
0.0003,458944,1.7620614471525187e-05,2371,3.6309884649199375e-05,7.066157802939415,459056,193,0.08,0.08,1552,282.1,-8.376407640753314e-05
0.0003,459920,1.7627304259804077e-05,2376,3.360870675805927e-05,4.422594249248505,460032,193,0.08,0.08,1556,282.1,0.0022662899282295257
0.0003,461456,2.1609028863167623e-05,2384,2.5689022834285424e-05,2.4046501610428095,461568,193,0.08,0.08,1560,282.1,0.0051693508721655235
0.0003,462432,2.3925136360958277e-05,2389,3.3513442303956253e-05,2.0625748559832573,462544,193,0.08,0.08,1564,282.1,-0.0014019966474734247
0.0003,463744,2.071945868920011e-05,2396,4.944993690969568e-05,3.108686249703169,463856,193,0.07,0.07,1568,284.26,-0.0023520649010606576
0.0003,464640,1.9687714029714698e-05,2400,3.864966072342213e-05,-0.4502431470900774,464752,193,0.08,0.08,1572,281.76,-0.0033650163968559355
0.0003,465504,2.1531141442210355e-05,2405,4.237546067997755e-05,2.572627730667591,465616,193,0.08,0.08,1576,281.76,-0.003035272064153105
0.0003,466256,2.3332907403528225e-05,2409,7.122671979686857e-05,-1.2757516875863075,466368,193,0.1,0.1,1580,278.71,0.002425543367280625
0.0003,467184,2.2390641674974177e-05,2414,2.448785255637631e-05,-2.5885894671082497,467296,193,0.11,0.11,1584,276.92,-0.002073046372970566
0.0003,469168,2.061789825802407e-05,2423,5.761231648193643e-05,4.119541130959988,469280,193,0.11,0.11,1588,276.92,0.0008685876528033987
0.0003,470304,2.245366522402037e-05,2429,2.8039912422173074e-05,-3.170575700700283,470416,193,0.11,0.11,1592,276.92,-0.00147470818774309
0.0003,471056,2.0546657196973683e-05,2433,2.9181518470977608e-05,-1.7444688379764557,471168,193,0.11,0.11,1596,276.92,0.0003402270085643977
0.0003,471984,2.085741914470418e-05,2438,3.889489096309262e-05,2.24160080216825,472096,193,0.1,0.1,1600,278.44,-0.00020511542970780283
0.0003,473968,1.9609209289228602e-05,2449,3.315661069791531e-05,-6.035274535417557,474080,193,0.1,0.1,1604,278.44,-0.0014664135160273872
0.0003,475104,2.04613617142968e-05,2455,3.296391116691666e-05,0.26114705950021744,475216,193,0.1,0.1,1608,278.44,-0.001315009045356419
0.0003,475632,2.1846138110959146e-05,2457,2.9666153409380058e-05,-2.2889340072870255,475744,193,0.1,0.1,1612,281.02,-0.0006310129392659292
0.0003,476576,2.1955082843305718e-05,2461,3.371360583059868e-05,-6.469376541674137,476688,193,0.1,0.1,1616,282.02,-0.0012787301820935681
0.0003,478656,1.8878679384215502e-05,2472,2.6432201764237107e-05,-5.222291514277458,478768,193,0.11,0.11,1620,279.94,-0.0016427113660029136
0.0003,479664,1.8787666817843274e-05,2477,3.77860643538952e-05,-0.1525285243988037,479776,193,0.12,0.12,1624,277.5,0.002384909945249092
0.0003,480096,2.0428789071047504e-05,2479,6.037531329639023e-05,10.868417367339134,480208,193,0.12,0.12,1628,277.5,-0.0017356217576889321
0.0003,481008,2.168168600746867e-05,2483,3.216883033019258e-05,1.651707760989666,481120,193,0.12,0.12,1632,277.5,0.0002897013837355189
0.0003,483056,2.0950466819158464e-05,2493,2.925852044199928e-05,2.21063220128417,483168,193,0.11,0.11,1636,280.49,-0.0026435890213178936
0.0003,484464,2.288286202656309e-05,2500,2.3024971142149298e-05,-10.938681960105896,484576,193,0.11,0.11,1640,280.49,0.006816346227424219
0.0003,484896,2.2937497647035343e-05,2502,3.2198264761973405e-05,-7.171959955245256,485008,193,0.11,0.11,1644,280.49,0.004747283372125821
0.0003,485776,2.166433353067987e-05,2507,2.6231396759612835e-05,7.879674181342125,485888,193,0.12,0.12,1648,279.35,0.0025512207284918986
0.0003,487856,2.4597502829237783e-05,2517,5.702344060409814e-05,-1.742554448544979,487968,193,0.1,0.1,1652,283.58,0.004691691370680928
0.0003,489264,2.257901405755547e-05,2525,3.149521307932446e-05,-9.469308644533157,489376,193,0.1,0.1,1656,283.58,0.0030648622268927284
0.0003,489696,2.1142515265637485e-05,2527,3.186335300142673e-05,1.2008453831076622,489808,193,0.1,0.1,1660,283.58,0.0014426892012124881
0.0003,490576,2.2603074967264547e-05,2532,3.5722152915695915e-05,-6.028167590498924,490688,193,0.1,0.1,1664,283.58,0.002985101076774299
0.0003,491232,2.2302146021502267e-05,2535,3.854260853586311e-05,10.354619398713112,491344,193,0.11,0.11,1668,281.4,0.0033835990470834076
0.0003,493520,2.1716284550166165e-05,2546,2.2272292994784948e-05,-0.7717241868376732,493632,193,0.09,0.09,1672,286.01,0.004412590118590742
0.0003,494400,1.943123663750157e-05,2551,3.5103103130040836e-05,5.3790517672896385,494512,193,0.09,0.09,1676,286.01,0.004366050125099719
0.0003,495376,2.3258561782313336e-05,2556,2.5785025627556024e-05,-5.43077552318573,495488,193,0.07,0.07,1680,289.06,0.006679868034552783
0.0003,496032,2.2323749590213993e-05,2559,2.9504658130008465e-05,-4.530505679547787,496144,193,0.06,0.06,1684,290.85,0.005368316647945903
0.0003,498320,1.9768819925047865e-05,2571,2.7773581791734614e-05,-7.973464399576187,498432,193,0.06,0.06,1688,290.85,0.007571668793389108
0.0003,499200,1.9235763033975672e-05,2576,2.6810928829945624e-05,-6.209405779838562,499312,193,0.06,0.06,1692,290.85,0.00674791335768532
0.0003,500176,1.924631806105026e-05,2580,3.0269825742834655e-05,-1.3817140683531761,500288,193,0.06,0.06,1696,290.85,0.006873506063129753
0.0003,500832,1.850505611855624e-05,2583,2.413428916270277e-05,-5.263767056167126,500944,193,0.06,0.06,1700,290.85,0.006361693216604181
0.0003,503120,2.0367142155919282e-05,2596,4.125675616251101e-05,7.931250438094139,503232,193,0.06,0.06,1704,290.85,0.007674389780731872
0.0003,504000,2.251544640330394e-05,2600,3.321730775951437e-05,0.7132243923842907,504112,193,0.06,0.06,1708,290.85,0.0059427480737213045
0.0003,504976,2.190174973293324e-05,2605,3.2886286533084785e-05,-7.828358702361584,505088,193,0.05,0.05,1712,291.26,0.008043384194024839
0.0003,505632,2.0759438370987482e-05,2608,3.0007583859514853e-05,2.799224078655243,505744,193,0.04,0.04,1716,292.16,0.010176105599384755
0.0003,507904,2.336028524041467e-05,2620,2.9077912699904118e-05,0.016173169016838074,508016,193,0.04,0.04,1720,291.93,0.008472838322632015
0.0003,508704,2.2054323267184373e-05,2624,3.809222346262686e-05,-3.9477337673306465,508816,193,0.03,0.03,1724,294.37,0.007011098194197984
0.0003,509232,2.3408582364936592e-05,2626,5.8590608261965826e-05,0.7695356346666813,509344,193,0.03,0.03,1728,294.37,0.0073590816973592155
0.0003,509856,2.1930823209004302e-05,2629,6.21927840711578e-05,-4.772648856043816,509968,193,0.04,0.04,1732,292.2,0.00942652412049938
0.0003,512256,2.035613874795672e-05,2642,2.7267668770036835e-05,10.698202826082706,512368,193,0.04,0.04,1736,292.2,0.009840505415922962
0.0003,513504,2.221644558630942e-05,2649,3.094236433298647e-05,-3.321981020271778,513616,193,0.05,0.05,1740,289.21,0.009261486673494801
0.0003,513744,2.141927188858972e-05,2650,2.390422002918058e-05,6.847009904682636,513856,193,0.05,0.05,1744,289.21,0.0114142927195644
0.0003,514592,2.2816029741079547e-05,2654,7.326669333451719e-05,12.635503858327866,514704,193,0.05,0.05,1748,288.21,0.006179202246130444
0.0003,516336,2.4652058186802606e-05,2662,3.049839239110952e-05,2.4116995483636856,516448,193,0.05,0.05,1752,288.21,0.008336841223353986
0.0003,518304,2.4333273358934093e-05,2671,3.062539531129005e-05,4.522150218486786,518416,194,0.05,0.05,1756,288.21,0.008219278148317244
0.0003,518496,2.5015738401634735e-05,2672,7.43966562595233e-05,1.9895878732204437,518608,194,0.06,0.06,1760,285.22,0.006039182670065202
0.0003,519376,2.6548275741333782e-05,2677,3.7351163427956635e-05,3.850603975355625,519488,194,0.06,0.06,1764,285.22,0.005849502500495873
0.0003,519776,2.652071862030425e-05,2678,3.876921982737258e-05,-1.0958963260054588,519888,194,0.05,0.05,1768,287.4,0.01055868474941235
0.0003,522320,2.521975420677336e-05,2691,3.45410237514443e-05,2.3219367302954197,522432,194,0.05,0.05,1772,287.4,0.004787784680956975
0.0003,523296,2.6916103820440185e-05,2696,4.074932041930879e-05,-8.838441163301468,523408,194,0.05,0.05,1776,287.4,0.01000902202213183
0.0003,524176,2.7017140155294328e-05,2700,2.8273921088839415e-05,4.19263756275177,524288,194,0.05,0.05,1780,287.4,0.008715276751900092
0.0003,524576,2.663897794263903e-05,2702,4.48701642881133e-05,0.8456784412264824,524688,194,0.05,0.05,1784,287.4,0.008303654220071621
0.0003,526256,2.459796860421193e-05,2710,6.117734778854356e-05,16.231681883335114,526368,194,0.07,0.07,1788,285.09,0.009457316511543468
0.0003,528096,2.6760872628983634e-05,2719,2.4055466155914473e-05,-1.7757504396140575,528208,194,0.07,0.07,1792,285.09,0.004895573867543135
0.0003,528976,2.4071766688393836e-05,2724,3.137487897220126e-05,5.095485873520374,529088,194,0.07,0.07,1796,285.09,0.008476470080495346
0.0003,529376,2.418527458303288e-05,2726,3.1247992524185975e-05,-2.60579264909029,529488,194,0.07,0.07,1800,285.09,0.005945113327470608
0.0003,531056,2.528632262510655e-05,2734,3.504669467702115e-05,-2.0175464041531086,531168,194,0.07,0.07,1804,285.09,0.0036765527038369328
0.0003,532896,2.4776532313808275e-05,2744,2.87754438659249e-05,1.6311440914869308,533008,194,0.07,0.07,1808,285.09,0.008779611554928124
0.0003,533776,2.5823232476795965e-05,2748,2.8375105671329948e-05,-0.2077233251184225,533888,194,0.07,0.07,1812,285.09,0.011356475370121188
0.0003,534176,2.4509690774721093e-05,2750,3.0038064778636908e-05,-7.865607373416424,534288,194,0.07,0.07,1816,285.09,0.009719843466882594
0.0003,535536,2.6081478040396178e-05,2758,5.144112412835966e-05,0.5704242996871471,535648,194,0.07,0.07,1820,285.28,0.008538964575564023
0.0003,537600,2.557259153945779e-05,2768,3.6617662601656775e-05,1.3102635834366083,537712,194,0.07,0.07,1824,285.28,0.009112822481256444
0.0003,538576,2.3981676463336044e-05,2773,3.7471948644451913e-05,3.06202657148242,538688,194,0.07,0.07,1828,285.28,0.009892288042465225
0.0003,538976,2.463224802795594e-05,2775,2.837168347014085e-05,-4.069400988519192,539088,194,0.06,0.06,1832,287.45,0.009944600096787326
0.0003,540336,2.2202299192031205e-05,2782,3.997764406449278e-05,-1.663190372288227,540448,194,0.06,0.06,1836,287.45,0.00980228406842798
