train/learning_rate,train/n_updates,train/ent_coef,time/time_elapsed,train/critic_loss,train/ent_coef_loss,time/total_timesteps,time/fps,rollout/ep_rew_mean,rollout/success_rate,time/episodes,rollout/ep_len_mean,train/actor_loss
0.0003,542400,2.22638806235409e-05,2793,3.1653287180688494e-05,-0.134707598015666,542512,194,0.05,0.05,1840,290.44,0.008711361340829171
0.0003,543376,2.1056117248008377e-05,2798,5.9176713875785936e-05,-0.8698296397924423,543488,194,0.05,0.05,1844,290.44,0.010570288839517161
0.0003,543568,2.1181980741857842e-05,2799,3.232045168033437e-05,0.16603408753871918,543680,194,0.05,0.05,1848,290.31,0.00947600178187713
0.0003,545120,2.465224463321647e-05,2807,3.880820804624818e-05,3.219543507322669,545232,194,0.05,0.05,1852,290.31,0.01061010273406282
0.0003,547120,2.2166271833157225e-05,2817,4.26337443286684e-05,7.0733721777796745,547232,194,0.05,0.05,1856,290.31,0.011290904789348133
0.0003,548176,2.4544693701500364e-05,2822,3.57770466052898e-05,0.16545123979449272,548288,194,0.04,0.04,1860,293.3,0.015607874462148175
0.0003,548272,2.4449235297652194e-05,2823,5.8885218663817795e-05,-3.5598292499780655,548384,194,0.05,0.05,1864,290.31,0.010802258519106545
0.0003,549088,2.4124022388605226e-05,2827,5.2536259545377106e-05,4.66182553768158,549200,194,0.05,0.05,1868,290.31,0.011102897391538136
0.0003,551120,2.3746804458824045e-05,2836,5.052038613939658e-05,-2.3129143081605434,551232,194,0.05,0.05,1872,290.31,0.016332505736500025
0.0003,552432,2.1576104586529254e-05,2843,3.132903373170848e-05,-4.353679746389389,552544,194,0.05,0.05,1876,290.31,0.016228849854087457
0.0003,553072,2.3189275452750735e-05,2846,4.306959249333886e-05,-5.196036286652088,553184,194,0.05,0.05,1880,290.31,0.013113030836393591
0.0003,553888,2.2520900984090986e-05,2850,3.574737195322086e-05,-5.157142221927643,554000,194,0.05,0.05,1884,290.31,0.017060434140148573
0.0003,555056,2.246290523544303e-05,2856,3.0804936614003964e-05,2.2028548792004585,555168,194,0.04,0.04,1888,290.21,0.013399702758761123
0.0003,556896,2.5005782617881778e-05,2866,4.19837797380751e-05,-0.7135736383497715,557008,194,0.05,0.05,1892,288.07,0.014268963102949783
0.0003,557792,2.6094929239661724e-05,2871,3.258181914134184e-05,-5.362123034894466,557904,194,0.05,0.05,1896,288.07,0.01571135496487841
0.0003,558560,2.406554574463371e-05,2874,3.328779723688058e-05,2.76453460380435,558672,194,0.05,0.05,1900,288.07,0.014042203387361951
0.0003,559856,2.5684903107503487e-05,2881,3.36623875227815e-05,-0.13505490869283676,559968,194,0.05,0.05,1904,288.07,0.015212959915515967
0.0003,561520,2.6849236519410624e-05,2890,7.707633903919486e-05,1.5982187911868095,561632,194,0.06,0.06,1908,285.83,0.014681188855320215
0.0003,562576,2.670207902610855e-05,2895,4.410099552387692e-05,-1.0034048222005367,562688,194,0.06,0.06,1912,285.83,0.015191703103482723
0.0003,562976,2.7977917966381938e-05,2897,3.696106637107732e-05,2.1921792924404144,563088,194,0.06,0.06,1916,285.83,0.015932415903080255
0.0003,564320,2.784666514799028e-05,2904,5.859381735717761e-05,3.566080927848816,564432,194,0.05,0.05,1920,287.95,0.01547729002777487
0.0003,566320,2.674717779882485e-05,2914,3.825247301847412e-05,-6.225397203117609,566432,194,0.05,0.05,1924,287.95,0.016344661882612854
0.0003,566832,2.5729766889526218e-05,2917,4.7452591957153345e-05,19.2801833152771,566944,194,0.06,0.06,1928,284.96,0.018841632117982954
0.0003,567568,2.477126236044569e-05,2920,3.876213497733261e-05,-3.7783749997615814,567680,194,0.06,0.06,1932,284.96,0.016920034948270768
0.0003,568352,2.5632955839682836e-05,2924,3.9681511566413974e-05,11.76377609372139,568464,194,0.06,0.06,1936,284.96,0.015133696040720679
0.0003,570672,2.8981685090911924e-05,2936,5.045388843427645e-05,-4.8385754227638245,570784,194,0.06,0.06,1940,284.96,0.017663019127212465
0.0003,571632,2.7650584570437786e-05,2941,6.898683989220444e-05,-4.938587427139282,571744,194,0.06,0.06,1944,284.96,0.01707336158142425
0.0003,572368,2.797458216718951e-05,2945,5.295609423683345e-05,-11.207311913371086,572480,194,0.05,0.05,1948,287.23,0.019398500793613493
0.0003,573152,2.674282279713225e-05,2949,5.007065021800372e-05,5.026176899671555,573264,194,0.05,0.05,1952,287.23,0.015508892014622688
0.0003,575472,2.925797207353753e-05,2962,4.172299759375164e-05,3.7588483691215515,575584,194,0.05,0.05,1956,287.23,0.01695564010879025
0.0003,576432,2.9375988219726423e-05,2967,4.830478803796723e-05,2.7258539982140064,576544,194,0.05,0.05,1960,287.23,0.016795753996120766
0.0003,577168,2.966745171306684e-05,2971,3.9657363799960876e-05,2.146625332534313,577280,194,0.04,0.04,1964,290.22,0.016086986419395544
0.0003,577952,2.7625266511677182e-05,2975,4.649684808555321e-05,2.9238762967288494,578064,194,0.04,0.04,1968,290.22,0.02054718736326322
0.0003,580272,2.7294695655655232e-05,2987,3.255704609728127e-05,4.227592660114169,580384,194,0.04,0.04,1972,290.22,0.01719560481433291
0.0003,581232,2.7795437631539244e-05,2992,4.1400690690807096e-05,-12.820061206817627,581344,194,0.04,0.04,1976,290.22,0.01913138767122291
0.0003,581968,2.7448937885310443e-05,2996,4.1793394530031946e-05,-2.3853899352252483,582080,194,0.04,0.04,1980,290.22,0.01903537882026285
0.0003,582752,2.8417619773790648e-05,3000,3.9096621435419365e-05,-1.5295360386371613,582864,194,0.04,0.04,1984,290.22,0.016892618587007746
0.0003,584912,2.6972428827320982e-05,3011,3.396780027742352e-05,-3.911380887031555,585024,194,0.04,0.04,1988,290.53,0.017600610459339805
0.0003,585744,2.747999155872094e-05,3016,4.114958960599324e-05,1.356300238519907,585856,194,0.03,0.03,1992,292.67,0.018957568041514605
0.0003,586768,2.7413003067522368e-05,3021,2.714242998536065e-05,6.905631735920906,586880,194,0.03,0.03,1996,292.67,0.020121852052398026
0.0003,587552,2.4828382720443187e-05,3025,4.264841993517621e-05,-0.7988576218485832,587664,194,0.03,0.03,2000,292.67,0.01743976968282368
0.0003,589712,2.5636847340138047e-05,3036,3.502696313262277e-05,5.639380909502506,589824,194,0.03,0.03,2004,292.67,0.018348246288951486
0.0003,590544,2.5857581931632012e-05,3041,3.08140852212091e-05,-3.0788189694285393,590656,194,0.02,0.02,2008,294.91,0.019549449789337814
0.0003,591568,2.5366717068209255e-05,3046,3.599065473736118e-05,-0.8198111727833748,591680,194,0.02,0.02,2012,294.91,0.014022598101291806
0.0003,592352,2.542873710353888e-05,3050,3.2216004456131486e-05,-3.3946623504161835,592464,194,0.02,0.02,2016,294.91,0.01889631460653618
0.0003,594512,2.6991732852366113e-05,3060,5.059438433363539e-05,0.08671682327985764,594624,194,0.02,0.02,2020,294.91,0.016426239075371996
0.0003,595344,2.6234459483021055e-05,3065,4.207599988603761e-05,4.63956443965435,595456,194,0.02,0.02,2024,294.91,0.01940830290550366
0.0003,596368,2.497663854228449e-05,3070,3.043376091227401e-05,-0.9315867051482201,596480,194,0.01,0.01,2028,297.9,0.01989196296199225
0.0003,597152,2.4806102373986505e-05,3074,2.9192620786488988e-05,5.169500038027763,597264,194,0.01,0.01,2032,297.9,0.019892502634320408
0.0003,599312,2.7002844603885023e-05,3085,4.735646916742553e-05,2.2430675514042377,599424,194,0.01,0.01,2036,297.9,0.020441728527657688
0.0003,600144,2.7400027761359524e-05,3089,4.1397421341571317e-05,1.7040091939270496,600256,194,0.01,0.01,2040,297.9,0.019370861584320664
0.0003,600992,2.6520136543695116e-05,3093,2.92361062861346e-05,-1.654422640800476,601104,194,0.02,0.02,2044,294.91,0.020540549943689257
0.0003,601888,2.617734753584955e-05,3098,3.947290099404199e-05,-9.757765650749207,602000,194,0.02,0.02,2048,294.91,0.019828842079732567
0.0003,603920,2.0989531435589015e-05,3109,4.061507866026659e-05,-1.7673927173018456,604032,194,0.02,0.02,2052,294.91,0.0206977489287965
0.0003,604912,2.3349819343820855e-05,3114,3.637122119926062e-05,4.140468113124371,605024,194,0.02,0.02,2056,294.91,0.02259151713224128
0.0003,605792,2.3537735160061857e-05,3118,5.618838906684687e-05,0.14959711581468582,605904,194,0.02,0.02,2060,294.91,0.024505030014552176
0.0003,606688,2.5488195774414635e-05,3123,3.051973521905893e-05,6.836914107203484,606800,194,0.02,0.02,2064,294.91,0.01985096576390788
0.0003,608720,2.289806388944271e-05,3133,4.838540019136417e-05,-6.452598989009857,608832,194,0.02,0.02,2068,294.91,0.021751432213932276
0.0003,609712,2.250180125429324e-05,3138,4.128977218442742e-05,1.604954220354557,609824,194,0.02,0.02,2072,294.91,0.01904354215366766
0.0003,610592,2.3136918571253773e-05,3143,4.114792807285994e-05,-5.635242477059364,610704,194,0.02,0.02,2076,294.91,0.02447223593480885
0.0003,611488,2.440180446683371e-05,3147,2.86882300315483e-05,0.552327036857605,611600,194,0.02,0.02,2080,294.91,0.02293929737061262
0.0003,613520,2.647823157531093e-05,3158,3.994168594090297e-05,-2.3734222128987312,613632,194,0.02,0.02,2084,294.91,0.022854066686704755
0.0003,614512,2.4567000650677073e-05,3163,3.684123089442437e-05,6.573671229183674,614624,194,0.01,0.01,2088,297.01,0.024586086452472955
0.0003,615392,2.5774414325496764e-05,3167,2.677279599083704e-05,-2.732547726482153,615504,194,0.01,0.01,2092,297.01,0.025047998933587223
0.0003,616288,2.3375627733912552e-05,3172,3.430199888043717e-05,2.377360314130783,616400,194,0.01,0.01,2096,297.01,0.022575509501621127
0.0003,617120,2.3412304585690435e-05,3176,3.470186948106857e-05,4.386776372790337,617232,194,0.02,0.02,2100,295.05,0.022892846434842795
0.0003,619120,2.2198458623279294e-05,3187,3.217735769567298e-05,7.646731421351433,619232,194,0.02,0.02,2104,295.05,0.023637553327716887
0.0003,620176,2.4256311007775366e-05,3193,5.289332659685897e-05,-2.074553042650223,620288,194,0.02,0.02,2108,295.05,0.020737161597935483
0.0003,621088,2.5166389036712644e-05,3198,3.3279002821018366e-05,4.178245477378368,621200,194,0.02,0.02,2112,295.05,0.023335214820690453
0.0003,621920,2.3435502271240694e-05,3202,2.962933461958528e-05,4.1301483027637005,622032,194,0.02,0.02,2116,295.05,0.02230288286227733
0.0003,623920,2.3133963054533524e-05,3213,4.835320407892141e-05,4.222261972725391,624032,194,0.02,0.02,2120,295.05,0.023524696589447558
0.0003,624976,2.370651759520115e-05,3218,5.814879375520832e-05,4.503980703651905,625088,194,0.02,0.02,2124,295.05,0.023967852583155036
0.0003,625888,2.4238514811258938e-05,3223,3.439015210915386e-05,-6.049411788582802,626000,194,0.02,0.02,2128,295.05,0.022448143805377185
0.0003,626720,2.4577623207733268e-05,3227,3.3086115195146704e-05,2.1785318180918694,626832,194,0.02,0.02,2132,295.05,0.021903802233282477
0.0003,628272,2.5152816078843898e-05,3235,3.888985042976856e-05,-1.9908749088644981,628384,194,0.03,0.03,2136,293.19,0.021670299815014005
0.0003,628960,2.3821371541998815e-05,3239,2.910108770493025e-05,-3.87156018614769,629072,194,0.04,0.04,2140,290.2,0.020452685304917395
0.0003,630560,2.5667542331575532e-05,3247,3.288848870397487e-05,-5.931057333946228,630672,194,0.03,0.03,2144,293.19,0.019438044051639736
0.0003,631456,2.3878142542343994e-05,3251,2.7539575967239216e-05,-2.6815575137734413,631568,194,0.03,0.03,2148,293.19,0.022636134759522974
0.0003,632736,2.1870980958738073e-05,3258,4.649182494631532e-05,-2.6072599664330482,632848,194,0.04,0.04,2152,290.95,0.019460121460724622
0.0003,633520,2.4114328766700055e-05,3262,3.977712833602709e-05,-4.111252009868622,633632,194,0.05,0.05,2156,287.96,0.020007111656013876
0.0003,634576,2.4001203883017297e-05,3267,5.050828735875257e-05,5.100455306470394,634688,194,0.05,0.05,2160,287.96,0.019889068615157157
0.0003,635552,2.6325813678340637e-05,3272,3.6266379652261094e-05,-5.666365996003151,635664,194,0.05,0.05,2164,287.96,0.019871755386702716
0.0003,637520,2.9353256081776635e-05,3283,3.483141415472346e-05,-1.6177008971571922,637632,194,0.05,0.05,2168,287.96,0.020206683955620974
0.0003,637920,2.9144763857402722e-05,3284,3.270363225738038e-05,-0.6500700749456882,638032,194,0.06,0.06,2172,285.66,0.019775086955633014
0.0003,638848,2.8204332238601637e-05,3289,3.1001622801341e-05,-8.745808243751526,638960,194,0.06,0.06,2176,285.66,0.025633802404627204
0.0003,640160,2.6522495431891002e-05,3296,4.411054840147699e-05,3.8932527229189873,640272,194,0.07,0.07,2180,284.03,0.021462909557158127
0.0003,640912,2.995251850279601e-05,3299,5.552512038775603e-05,1.4538305010646582,641024,194,0.08,0.08,2184,282.46,0.019145516853313893
0.0003,642688,2.5004952476592734e-05,3308,6.211060804162116e-05,5.203651934862137,642800,194,0.08,0.08,2188,282.46,0.01955225586425513
0.0003,643648,2.511223647161387e-05,3312,5.922136301705905e-05,0.3785000778734684,643760,194,0.08,0.08,2192,282.46,0.02210502146044746
0.0003,644960,2.2647110085927125e-05,3319,3.131938177602933e-05,-0.01799948140978813,645072,194,0.08,0.08,2196,282.46,0.02608366950880736
0.0003,645712,2.5186788207065547e-05,3323,5.2877771167914034e-05,-3.358592599630356,645824,194,0.07,0.07,2200,284.42,0.021015965612605214
0.0003,647488,2.3160096020546916e-05,3332,3.1441457508663007e-05,-1.2046452723443508,647600,194,0.07,0.07,2204,284.42,0.027053100522607565
0.0003,648448,2.2979154437052784e-05,3337,5.140646760537493e-05,-5.668909575790167,648560,194,0.07,0.07,2208,284.42,0.021002781519200653
0.0003,649760,2.4242803533525148e-05,3343,3.4851705549954204e-05,10.750447660684586,649872,194,0.07,0.07,2212,284.42,0.02231035172007978
0.0003,650512,2.5198347771038243e-05,3347,4.6744545556975936e-05,5.602297313511372,650624,194,0.07,0.07,2216,284.42,0.02124794339761138
0.0003,652288,2.284350000536506e-05,3355,3.3759582152015355e-05,-4.380532242357731,652400,194,0.07,0.07,2220,284.42,0.023057106300257146
0.0003,653248,1.9938170339628414e-05,3360,0.00011265111174907361,2.2896765805780888,653360,194,0.07,0.07,2224,284.42,0.02213086956180632
0.0003,654560,2.2612898533225234e-05,3366,3.6564681863637816e-05,-2.04609489813447,654672,194,0.07,0.07,2228,284.42,0.019626421213615686
0.0003,655312,2.1881409907109628e-05,3370,4.523858444827056e-05,-5.628470242023468,655424,194,0.07,0.07,2232,284.42,0.022061352734453976
0.0003,656912,2.1403067648861906e-05,3378,4.181070460163028e-05,3.0409540459513664,657024,194,0.07,0.07,2236,284.13,0.021802029688842595
0.0003,657760,2.1352575345190417e-05,3382,4.3311531157996797e-05,-5.8680780082941055,657872,194,0.06,0.06,2240,287.12,0.023784715653164312
0.0003,658912,2.2078860979490855e-05,3388,3.9791728795535164e-05,-5.110862568020821,659024,194,0.06,0.06,2244,287.12,0.022555784205906093
0.0003,660112,2.419451857349486e-05,3395,5.005568687010964e-05,-0.4101599305868149,660224,194,0.06,0.06,2248,287.12,0.019191254599718377
0.0003,661712,2.2876341972732916e-05,3403,4.311421321290254e-05,-1.2119213119149208,661824,194,0.05,0.05,2252,289.36,0.02213091356679797
0.0003,662560,2.511733998744603e-05,3408,5.0103913054044824e-05,-0.16556049138307571,662672,194,0.04,0.04,2256,292.35,0.019352369010448456
0.0003,663712,2.703999734876561e-05,3414,4.633097262285446e-05,-5.07504627853632,663824,194,0.04,0.04,2260,292.35,0.022687765973387286
0.0003,664912,2.4182815423046122e-05,3420,4.213415775211615e-05,0.6854887157678604,665024,194,0.04,0.04,2264,292.35,0.021513538784347475
0.0003,666512,2.5045384290933725e-05,3428,3.470302260666358e-05,0.19194814562797546,666624,194,0.04,0.04,2268,292.35,0.019527497875969857
0.0003,667360,2.5876204631458677e-05,3433,4.024815405045956e-05,5.292915016412735,667472,194,0.03,0.03,2272,294.65,0.0200902100186795
0.0003,668512,2.810206069625565e-05,3439,3.5814431385006174e-05,-0.9213335253298283,668624,194,0.03,0.03,2276,294.65,0.01922772271791473
0.0003,669424,2.973990160626272e-05,3443,4.5228167891764315e-05,-1.4897348135709763,669536,194,0.03,0.03,2280,293.29,0.018946407712064683
0.0003,671136,3.1449634889213485e-05,3453,3.972511228766962e-05,3.8920138776302338,671248,194,0.02,0.02,2284,294.86,0.02047776710242033
0.0003,671520,2.998210311488947e-05,3454,3.6206201571076235e-05,6.504328079521656,671632,194,0.03,0.03,2288,293.06,0.01928099838551134
0.0003,672976,2.6773424906423315e-05,3462,3.7812498590028554e-05,-6.040597431361675,673088,194,0.03,0.03,2292,293.06,0.02188276022206992
0.0003,673760,3.061167171836132e-05,3466,3.665975748390338e-05,-1.3104412779211998,673872,194,0.04,0.04,2296,290.82,0.02264737550285645
0.0003,675248,2.587049073099479e-05,3474,4.345723368714971e-05,-6.323422022163868,675360,194,0.04,0.04,2300,290.82,0.023829737096093595
0.0003,676144,2.588461086361349e-05,3478,4.6091809167592146e-05,5.868621185421944,676256,194,0.05,0.05,2304,289.11,0.023251171340234578
0.0003,677248,2.3272460566658992e-05,3484,3.476989104456152e-05,0.9862938858568668,677360,194,0.05,0.05,2308,289.11,0.02348454704042524
0.0003,678176,2.3406874561260338e-05,3489,3.640898148660199e-05,-7.322582006454468,678288,194,0.05,0.05,2312,289.11,0.0214696500916034
0.0003,680048,2.6976273488799052e-05,3499,3.472531921033806e-05,2.1280093044042587,680160,194,0.05,0.05,2316,289.11,0.02358125156024471
0.0003,680944,2.9854820354557887e-05,3504,3.3954463333429885e-05,-4.9110456090420485,681056,194,0.05,0.05,2320,289.11,0.025087282760068774
0.0003,681712,3.004582731591654e-05,3508,4.211977761769958e-05,3.766686551272869,681824,194,0.06,0.06,2324,286.8,0.022520902391988784
0.0003,682912,2.7279233563604066e-05,3514,3.5554993587538775e-05,-1.0474940687417984,683024,194,0.06,0.06,2328,286.8,0.025622289336752146
0.0003,684256,2.7159965384271345e-05,3521,4.1806203398664366e-05,4.481456160545349,684368,194,0.06,0.06,2332,286.8,0.024540420796256512
0.0003,685744,2.7609951644080866e-05,3529,3.898082331943442e-05,-3.920065738260746,685856,194,0.05,0.05,2336,288.95,0.026657835056539625
0.0003,686512,2.721444229791814e-05,3532,4.7334455985037494e-05,1.91579719632864,686624,194,0.05,0.05,2340,288.95,0.02520067908335477
0.0003,687712,2.5444637799409975e-05,3538,8.908637278182141e-05,0.24549605324864388,687824,194,0.05,0.05,2344,288.95,0.022900551790371537
0.0003,688688,2.772545042262209e-05,3543,5.0790577574844065e-05,19.88408261537552,688800,194,0.07,0.07,2348,284.4,0.02582527499180287
0.0003,690416,2.731604058681114e-05,3552,5.085433213025681e-05,4.627950627356768,690528,194,0.07,0.07,2352,284.4,0.02517920482205227
0.0003,690720,2.7190998935111566e-05,3553,3.960904621180816e-05,4.654534548521042,690832,194,0.07,0.07,2356,284.4,0.025948814291041344
0.0003,692176,2.761472671863885e-05,3561,4.080034966591484e-05,3.339350149035454,692288,194,0.08,0.08,2360,282.01,0.02584550774190575
0.0003,692992,2.876825601560995e-05,3565,4.474669060527958e-05,-7.8915029019117355,693104,194,0.08,0.08,2364,282.01,0.022111515689175576
0.0003,695136,2.923719853242801e-05,3577,5.753449477197137e-05,0.14666365087032318,695248,194,0.08,0.08,2368,282.01,0.021241428737994283
0.0003,695520,2.931058747890347e-05,3579,4.185674845302856e-05,3.4417044445872307,695632,194,0.08,0.08,2372,282.01,0.022991232573986053
0.0003,696832,2.7695988933373883e-05,3585,3.7959481119287375e-05,-1.8798940777778625,696944,194,0.09,0.09,2376,279.83,0.025459087803028524
0.0003,697760,2.7069585144090524e-05,3590,3.9391696873281035e-05,-0.16068313270807266,697872,194,0.08,0.08,2380,282.82,0.026559353864286095
0.0003,698656,2.715941627684515e-05,3595,4.5155923089623684e-05,0.7601754125207663,698768,194,0.08,0.08,2384,282.82,0.022062056930735707
0.0003,700288,2.6644447530088655e-05,3603,4.8410243607577286e-05,2.669034853577614,700400,194,0.07,0.07,2388,284.62,0.02436395816039294
0.0003,701152,2.6496601662984176e-05,3608,5.916919099036022e-05,-9.37546220421791,701264,194,0.08,0.08,2392,283.41,0.027404636843129992
0.0003,702176,2.735919088081573e-05,3614,3.630025446454965e-05,-3.0659078657627106,702288,194,0.07,0.07,2396,285.65,0.02708580845501274
0.0003,703312,2.649632949669467e-05,3619,9.265200696972897e-05,4.392774131149054,703424,194,0.08,0.08,2400,283.44,0.02740262250881642
0.0003,704944,2.9147021677999874e-05,3628,6.047476358617132e-05,0.7332757487893105,705056,194,0.07,0.07,2404,285.15,0.02297652733977884
0.0003,705792,2.6532470542406372e-05,3632,4.982306563761085e-05,-2.6639177054166794,705904,194,0.07,0.07,2408,285.15,0.025703468243591487
0.0003,706976,2.6808917823473166e-05,3638,6.666606395810959e-05,0.8131504952907562,707088,194,0.07,0.07,2412,285.15,0.026901235862169415
0.0003,707392,2.7009986297343858e-05,3641,4.9290085826214636e-05,0.4744207561016083,707504,194,0.08,0.08,2416,284.57,0.026820178783964366
0.0003,709744,2.991222538639704e-05,3653,4.7580179170836345e-05,-1.6679181605577469,709856,194,0.08,0.08,2420,284.57,0.02862050523981452
0.0003,710592,2.887348887270491e-05,3657,4.089717265287618e-05,1.5829853788018227,710704,194,0.07,0.07,2424,286.88,0.027941879699938
0.0003,711776,3.1111723046706175e-05,3664,5.31123495193242e-05,-3.3467529639601707,711888,194,0.07,0.07,2428,286.88,0.029168473673053086
0.0003,712192,3.0478049779958383e-05,3666,4.909148447040934e-05,-0.2888743057847023,712304,194,0.07,0.07,2432,286.88,0.02881732117384672
0.0003,714544,2.831446943218907e-05,3678,4.8019154405665176e-05,2.2596945762634277,714656,194,0.07,0.07,2436,286.88,0.028304623789153993
0.0003,715312,3.0272844469436677e-05,3682,0.00011515629626046575,2.7333376333117485,715424,194,0.08,0.08,2440,283.89,0.02471175033133477
0.0003,716368,3.350175825289625e-05,3687,4.226544592711434e-05,-1.1429607048630714,716480,194,0.08,0.08,2444,283.89,0.027825622993987054
0.0003,716960,2.9597524758173677e-05,3691,5.976064869628317e-05,6.802731066942215,717072,194,0.06,0.06,2448,288.44,0.026204531895928085
0.0003,719312,2.8922750630044902e-05,3704,4.5728528675681446e-05,-2.4570119082927704,719424,194,0.06,0.06,2452,288.44,0.027609247714281082
0.0003,720112,2.9044027201052813e-05,3708,5.933114255185501e-05,0.5385776907205582,720224,194,0.06,0.06,2456,288.44,0.030164677067659795
0.0003,720976,3.189503922840231e-05,3713,7.070282254062477e-05,1.5183208994567394,721088,194,0.06,0.06,2460,288.48,0.03129302186425775
0.0003,721616,3.172305787302321e-05,3716,4.611355143424589e-05,-1.6895433701574802,721728,194,0.06,0.06,2464,288.48,0.0327345326077193
0.0003,723936,3.113901902906946e-05,3728,6.899833419993229e-05,2.5509535670280457,724048,194,0.06,0.06,2468,288.48,0.030689234321471304
0.0003,724912,3.20703354645957e-05,3733,5.2389633765415056e-05,-5.435667172074318,725024,194,0.06,0.06,2472,288.48,0.03163217706605792
0.0003,725632,2.8256395808057277e-05,3737,8.788384843683161e-05,-5.433789364993572,725744,194,0.06,0.06,2476,288.36,0.034518206026405096
0.0003,726384,2.981660725254187e-05,3740,5.293139861350937e-05,9.526817828416824,726496,194,0.06,0.06,2480,288.36,0.03179506922606379
0.0003,727456,3.1362898653242155e-05,3746,6.281510877670371e-05,2.183125361800194,727568,194,0.06,0.06,2484,288.36,0.03193210926838219
0.0003,729168,3.131794187538617e-05,3754,4.893579512099677e-05,8.863477542996407,729280,194,0.07,0.07,2488,287.05,0.029429576126858592
0.0003,730432,2.7918126306758495e-05,3760,6.369664629346516e-05,4.302538439631462,730544,194,0.06,0.06,2492,288.26,0.03327380970586091
0.0003,731184,2.7889206876352546e-05,3764,8.430477873844211e-05,-7.9664663299918175,731296,194,0.06,0.06,2496,288.26,0.033832927932962775
0.0003,732256,2.9099510811647633e-05,3770,9.206589174937108e-05,2.041686862707138,732368,194,0.05,0.05,2500,290.47,0.03241863998118788
0.0003,733968,3.0336339932546252e-05,3779,6.476869111793349e-05,-4.0362097304314375,734080,194,0.05,0.05,2504,290.47,0.036979116732254624
0.0003,735232,2.669370519470249e-05,3786,6.313687595138617e-05,7.210680890828371,735344,194,0.05,0.05,2508,290.47,0.03744640958029777
0.0003,735984,2.6852914061237243e-05,3790,8.390545690417639e-05,0.49727244302630424,736096,194,0.05,0.05,2512,290.47,0.036698311334475875
0.0003,736192,2.802093638365477e-05,3791,5.1768555181297415e-05,3.0184448305517435,736304,194,0.05,0.05,2516,289.35,0.03850728110410273
0.0003,738544,3.3229902783205034e-05,3803,6.579670184692077e-05,1.55399189889431,738656,194,0.05,0.05,2520,289.35,0.03561025147791952
0.0003,740032,3.4918972005471005e-05,3811,6.772248025299632e-05,-10.29483811557293,740144,194,0.05,0.05,2524,289.35,0.03581079631112516
0.0003,740784,3.191063206031686e-05,3814,5.222168442742259e-05,5.301697738468647,740896,194,0.05,0.05,2528,289.35,0.04002502886578441
0.0003,740992,3.3407893397452426e-05,3815,7.214487504825229e-05,-5.374644637107849,741104,194,0.05,0.05,2532,289.35,0.03484695591032505
0.0003,743344,3.223597104806686e-05,3828,6.105592797212012e-05,1.4847885854542255,743456,194,0.05,0.05,2536,289.35,0.0346966803772375
0.0003,744832,3.5510436646291055e-05,3835,7.018020164650807e-05,2.108211912214756,744944,194,0.04,0.04,2540,292.34,0.039236519718542695
0.0003,745584,3.5732418382394826e-05,3839,5.990461477267672e-05,-5.029911935329437,745696,194,0.04,0.04,2544,292.34,0.034124357742257416
0.0003,745792,3.609478267208033e-05,3840,6.935105329830549e-05,5.193256005644798,745904,194,0.04,0.04,2548,292.34,0.036819917848333716
0.0003,748144,3.7705439808632946e-05,3853,6.709161584694812e-05,-7.666931852698326,748256,194,0.04,0.04,2552,292.34,0.036326527362689376
0.0003,749632,3.3208528975592344e-05,3860,7.001804169703973e-05,-8.668957024812698,749744,194,0.04,0.04,2556,292.34,0.03643944708164781
0.0003,750384,3.193364182152436e-05,3864,9.277785147787654e-05,-4.394845075905323,750496,194,0.03,0.03,2560,294.69,0.036213999381288886
0.0003,750592,3.084905051764508e-05,3865,8.048608492572384e-05,-8.466927379369736,750704,194,0.03,0.03,2564,294.69,0.035315284272655845
0.0003,752944,3.781695613724878e-05,3877,5.9710461528084124e-05,-3.2265818417072296,753056,194,0.03,0.03,2568,294.69,0.03745563281700015
0.0003,754432,3.74221051515633e-05,3885,6.724486866005464e-05,-4.100871279835701,754544,194,0.03,0.03,2572,294.69,0.03773104096762836
0.0003,755184,3.4601569723236025e-05,3889,7.289171776392322e-05,-3.6466883569955826,755296,194,0.02,0.02,2576,296.99,0.03812378237489611
0.0003,755392,3.438713042669406e-05,3890,6.422801175176573e-05,16.057172417640686,755504,194,0.02,0.02,2580,296.99,0.03565848188009113
0.0003,757712,3.622936742431193e-05,3902,0.00010149889999411243,0.3550613299012184,757824,194,0.03,0.03,2584,294.0,0.03818952548317611
0.0003,758928,3.3481217542430386e-05,3908,9.995809818974521e-05,3.2581286281347275,759040,194,0.02,0.02,2588,295.31,0.038955074502155185
0.0003,759776,3.250944450883253e-05,3913,6.849778719697497e-05,1.7030289992690086,759888,194,0.02,0.02,2592,295.31,0.03665501088835299
0.0003,760160,3.248591065130313e-05,3915,6.933589747859514e-05,-1.356043130159378,760272,194,0.03,0.03,2596,295.25,0.03840322175528854
0.0003,762512,3.5211119438827154e-05,3927,8.49844748245232e-05,2.098011579364538,762624,194,0.03,0.03,2600,295.25,0.03879973629955202
0.0003,763728,3.6488907198872766e-05,3933,5.604462558039813e-05,-7.138133347034454,763840,194,0.03,0.03,2604,295.25,0.03944033675361425
0.0003,764576,3.7321548916224856e-05,3937,8.915447324397974e-05,-2.9493187479674816,764688,194,0.03,0.03,2608,295.25,0.03830490296240896
