rollout/ep_len_mean,time/episodes,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,time/fps,rollout/success_rate,train/n_updates,train/actor_loss,train/learning_rate,train/critic_loss,train/ent_coef_loss,train/ent_coef
96.04,5952,575168,833,-17.796824270000002,689,0.04,35322,-1.2034480571746826,0.001,0.00840216688811779,-3.2248709201812744,0.0002137817646143958
94.06,5956,575680,834,-17.52203192,689,0.06,35354,-1.1498699188232422,0.001,0.004902881570160389,0.7871789932250977,0.00021193067368585616
95.05,5960,576128,835,-17.78629785,689,0.05,35382,-1.1860108375549316,0.001,0.0012368997558951378,5.09854793548584,0.00021369208116084337
95.05,5964,576208,835,-17.916098039999998,689,0.05,35387,-1.1234098672866821,0.001,0.0013085545506328344,9.197550773620605,0.00021449674386531115
94.06,5968,576288,835,-17.83794735,689,0.06,35392,-1.145498275756836,0.001,0.0010675763478502631,10.46668529510498,0.0002154235407942906
94.06,5972,577120,836,-17.68989169,689,0.06,35444,-1.137190580368042,0.001,0.001699235406704247,-0.7131266593933105,0.0002254895371152088
94.06,5976,577696,837,-18.00396256,689,0.06,35480,-1.2039092779159546,0.001,0.0021255449391901493,6.401338577270508,0.0002315772871952504
93.07,5980,577760,837,-17.624191810000003,689,0.07,35484,-1.1138637065887451,0.001,0.0024164579808712006,10.225112915039062,0.0002326089597772807
93.07,5984,577872,837,-17.863206769999998,689,0.07,35491,-1.1487962007522583,0.001,0.0007852887501940131,3.291241407394409,0.00023453574976883829
93.07,5988,578384,838,-18.00719383,689,0.07,35523,-1.1331121921539307,0.001,0.012543713673949242,-4.302196502685547,0.0002434213092783466
93.07,5992,579104,839,-18.112791729999998,689,0.07,35568,-1.1605477333068848,0.001,0.001442230073735118,14.799882888793945,0.00025077760801650584
92.08,5996,579344,840,-17.86279261,689,0.08,35583,-1.0475542545318604,0.001,0.011331385932862759,23.191770553588867,0.0002577011473476887
90.1,6000,579424,840,-17.72698803,689,0.1,35588,-1.1069453954696655,0.001,0.0025714649818837643,16.935951232910156,0.000260560103924945
90.1,6004,579488,840,-17.83876095,689,0.1,35592,-1.0867630243301392,0.001,0.20052364468574524,10.055501937866211,0.00026259920559823513
90.1,6008,580320,841,-17.955104450000004,689,0.1,35644,-1.143868327140808,0.001,0.0015638561453670263,-4.331852912902832,0.0002672470873221755
91.09,6012,580912,842,-17.96124325,689,0.09,35681,-1.125916838645935,0.001,0.009624876081943512,-11.599946022033691,0.00026036164490506053
90.1,6016,580960,842,-17.49056355,689,0.1,35684,-1.1480001211166382,0.001,0.0008098220569081604,-11.663192749023438,0.0002594549732748419
90.1,6020,581072,842,-17.49481707,689,0.1,35691,-1.1613467931747437,0.001,0.0022253289353102446,-10.48315143585205,0.00025721031124703586
91.09,6024,581584,843,-17.82226452,689,0.09,35723,-1.1446614265441895,0.001,0.005446318536996841,-5.061468601226807,0.00024677053443156183
91.09,6028,582304,844,-17.675227940000003,689,0.09,35768,-1.1091798543930054,0.001,0.024586908519268036,-9.527963638305664,0.00023575952218379825
91.09,6032,582560,844,-17.918421010000003,689,0.09,35784,-1.0914868116378784,0.001,0.01675298996269703,-8.950603485107422,0.00023042666725814342
91.09,6036,582672,844,-18.267435640000002,689,0.09,35791,-1.109039545059204,0.001,0.0021613468416035175,-8.847311019897461,0.00022827637440059334
91.09,6040,583040,845,-18.22180083,689,0.09,35814,-1.16023850440979,0.001,0.0022859878372401,-5.993204593658447,0.00022261778940446675
91.09,6044,583904,846,-18.11267412,689,0.09,35868,-1.1122610569000244,0.001,0.004834834486246109,1.7600927352905273,0.0002159058494726196
91.09,6048,584160,846,-18.15516767,689,0.09,35884,-1.075108289718628,0.001,0.0015899952268227935,4.9198408126831055,0.00021550511883106083
91.09,6052,584240,847,-18.2804332,689,0.09,35889,-1.094919204711914,0.001,0.015212567523121834,3.8668813705444336,0.00021571980323642492
93.07,6056,584640,847,-18.39254229,689,0.07,35914,-0.9243354797363281,0.001,0.029178472235798836,1.9451370239257812,0.00021812011254951358
93.07,6060,585504,848,-18.339709260000003,689,0.07,35968,-1.043770670890808,0.001,0.012787114828824997,-3.330017566680908,0.00021673105948138982
94.06,6064,585760,849,-18.22603854,689,0.06,35984,-1.0331089496612549,0.001,0.004545621573925018,-9.473125457763672,0.00021538800501730293
94.06,6068,585840,849,-18.301410449999995,689,0.06,35989,-1.110048532485962,0.001,0.012518443167209625,-8.212735176086426,0.000214636093005538
94.06,6072,586240,850,-18.17042466,689,0.06,36014,-1.1329742670059204,0.001,0.0022984384559094906,-6.33497953414917,0.00020936293003614992
94.06,6076,587104,851,-17.495397859999997,689,0.06,36068,-1.0535047054290771,0.001,0.002776496345177293,-8.091611862182617,0.00020037616195622832
95.05,6080,587360,851,-17.65252558,689,0.05,36084,-1.0279350280761719,0.001,0.001065436052158475,-11.703975677490234,0.0001961410598596558
95.05,6084,587440,851,-17.578218649999997,689,0.05,36089,-1.019842267036438,0.001,0.0018603107891976833,-9.272713661193848,0.00019468448590487242
95.05,6088,587840,852,-17.67455972,689,0.05,36114,-1.0301198959350586,0.001,0.0013916778843849897,-10.240669250488281,0.00018873605586122721
95.05,6092,588704,853,-17.358623389999998,689,0.05,36168,-1.1109492778778076,0.001,0.0006802082061767578,-5.549812316894531,0.00018142523185815662
96.04,6096,588960,853,-17.8589278,689,0.04,36184,-1.1152294874191284,0.001,0.010035021230578423,-5.412600517272949,0.0001800231693778187
98.02,6100,589040,853,-18.082666439999997,689,0.02,36189,-1.0601346492767334,0.001,0.0012768092565238476,-3.366187572479248,0.0001795422431314364
98.02,6104,589440,854,-18.133064680000004,689,0.02,36214,-0.9683696031570435,0.001,0.001450529438443482,5.612133026123047,0.00017810289864428341
97.03,6108,590080,855,-17.800216719999998,689,0.03,36254,-1.0765354633331299,0.001,0.03284000605344772,1.5937857627868652,0.00018326401186641306
97.03,6112,590544,856,-17.76296438,689,0.03,36283,-1.1251468658447266,0.001,0.0025264082942157984,-3.3248767852783203,0.00018227675172965974
98.02,6116,590624,856,-18.02543314,689,0.02,36288,-0.9957233667373657,0.001,0.013767373748123646,-4.759826183319092,0.0001816752483136952
98.02,6120,590832,856,-18.119332999999997,689,0.02,36301,-1.0608059167861938,0.001,0.014734426513314247,-1.657533884048462,0.00018039712449535728
98.02,6124,591680,857,-18.2036626,689,0.02,36354,-1.1056212186813354,0.001,0.003004386555403471,-8.665457725524902,0.00017181468138005584
97.03,6128,592112,858,-18.06871196,689,0.03,36381,-1.0458886623382568,0.001,0.000664152204990387,-3.718928813934326,0.00016730515926610678
97.03,6132,592224,858,-18.114858579999996,689,0.03,36388,-1.068366289138794,0.001,0.0009082397446036339,-4.3445024490356445,0.0001666528987698257
97.03,6136,592288,858,-18.12280839,689,0.03,36392,-0.9864405989646912,0.001,0.009886562824249268,-0.32111215591430664,0.0001663477160036564
98.02,6140,593136,860,-18.241585710000003,689,0.02,36445,-1.0099897384643555,0.001,0.004285864997655153,3.182860851287842,0.00016698968829587102
97.03,6144,593520,860,-18.040165,689,0.03,36469,-1.0693588256835938,0.001,0.0012137063313275576,4.721517086029053,0.0001692191872280091
97.03,6148,593760,861,-17.70431274,689,0.03,36484,-1.0425459146499634,0.001,0.013505430892109871,4.927703857421875,0.00017059047240763903
96.09,6152,593840,861,-17.98462264,689,0.04,36489,-1.0646952390670776,0.001,0.0008135832031257451,2.694930076599121,0.00017106765881180763
96.09,6156,594240,861,-18.269809300000002,689,0.04,36514,-1.0439996719360352,0.001,0.0010384207125753164,-6.132429122924805,0.00017293004202656448
96.09,6160,595104,863,-18.14578657,689,0.04,36568,-1.0033483505249023,0.001,0.003902832977473736,1.8783621788024902,0.00016761002189014107
96.09,6164,595360,863,-18.22110186,689,0.04,36584,-0.984285831451416,0.001,0.011285576969385147,0.33649539947509766,0.00016679934924468398
96.09,6168,595440,863,-18.43926847,689,0.04,36589,-1.1228492259979248,0.001,0.011237453669309616,-1.2130992412567139,0.00016667625459376723
96.09,6172,595840,864,-18.463601900000004,689,0.04,36614,-0.9139603972434998,0.001,0.012125888839364052,26.70408821105957,0.0001692200021352619
96.09,6176,596704,865,-18.597418760000004,689,0.04,36668,-0.9729543924331665,0.001,0.0019413998816162348,10.769891738891602,0.0001886036479845643
96.09,6180,596960,865,-18.419034649999997,689,0.04,36684,-1.0056389570236206,0.001,0.013680003583431244,1.7659378051757812,0.00019189808517694473
96.09,6184,597040,866,-18.21871427,689,0.04,36689,-1.0758090019226074,0.001,0.013152480125427246,1.1468009948730469,0.0001924719545058906
96.09,6188,597440,866,-18.32267065,689,0.04,36714,-0.8811025619506836,0.001,0.007402387913316488,7.229832172393799,0.00019464382785372436
96.09,6192,598304,868,-18.41946154,689,0.04,36768,-0.9986786842346191,0.001,0.0012144707143306732,-4.7569050788879395,0.00019592008902691305
96.09,6196,598560,868,-17.961826679999998,689,0.04,36784,-0.9487836956977844,0.001,0.0018083387985825539,-0.22795343399047852,0.0001949524157680571
96.09,6200,598640,868,-18.24647899,689,0.04,36789,-0.9407181143760681,0.001,0.011337785981595516,0.6598954200744629,0.00019471011182758957
96.09,6204,599040,869,-18.492271499999998,689,0.04,36814,-0.9580402374267578,0.001,0.0005528448382392526,4.428875923156738,0.0001966167619684711
97.08,6208,599904,870,-18.67272988,689,0.03,36868,-1.047462821006775,0.001,0.0015717120841145515,-9.167044639587402,0.00019287104078102857
97.08,6212,600160,870,-18.37256536,689,0.03,36884,-0.9810084700584412,0.001,0.000832511461339891,-7.70149040222168,0.00019059858459513634
97.08,6216,600240,870,-18.185496419999996,689,0.03,36889,-0.9385102391242981,0.001,0.012665260583162308,-7.270875453948975,0.0001897293550428003
97.08,6220,600640,871,-18.131823089999997,689,0.03,36914,-1.0017743110656738,0.001,0.0011604875326156616,-3.3598313331604004,0.00018513677059672773
97.08,6224,601504,872,-18.00451333,689,0.03,36968,-1.0486321449279785,0.001,0.0008321669884026051,10.97012996673584,0.0001848876418080181
98.07,6228,601760,873,-18.43320217,689,0.02,36984,-0.9823638796806335,0.001,0.006602425128221512,8.74582290649414,0.00018825662846211344
97.08,6232,601840,873,-17.96404697,689,0.03,36989,-1.0035814046859741,0.001,0.00068679079413414,2.573345899581909,0.0001892842265078798
97.08,6236,602032,873,-18.049837789999998,688,0.03,37001,-0.9964867234230042,0.001,0.0022768424823880196,8.920098304748535,0.0001913569722091779
97.08,6240,602880,875,-18.24772139,688,0.03,37054,-1.0162005424499512,0.001,0.001804861007258296,2.7773544788360596,0.00019806627824436873
98.07,6244,603360,875,-18.71029726,688,0.02,37084,-0.9819450378417969,0.001,0.009568966925144196,-0.3588435649871826,0.00019992035231553018
99.01,6248,603440,875,-18.934805599999994,688,0.01,37089,-0.9630656242370605,0.001,0.013382998295128345,3.901521921157837,0.00020010671869385988
99.01,6252,603632,876,-18.653477119999998,688,0.01,37101,-0.8942282795906067,0.001,0.024758566170930862,13.739787101745605,0.00020102866983506829
99.01,6256,604480,877,-18.35304496,688,0.01,37154,-0.9621272683143616,0.001,0.0017918365774676204,3.9390921592712402,0.00021189953258726746
99.01,6260,604960,878,-18.981706429999996,688,0.01,37184,-1.0366672277450562,0.001,0.001559728174470365,-1.1873664855957031,0.0002133558882633224
99.01,6264,605040,878,-19.167144469999997,688,0.01,37189,-0.9611932635307312,0.001,0.0006594402948394418,3.0684072971343994,0.00021345846471376717
99.01,6268,605232,878,-18.94002156,688,0.01,37201,-0.9778867363929749,0.001,0.00088276038877666,-1.7957639694213867,0.0002142035955330357
99.01,6272,606080,879,-18.611045050000005,688,0.01,37254,-1.0224312543869019,0.001,0.0007723438320681453,11.605737686157227,0.0002237415756098926
99.01,6276,606560,880,-18.65318512,688,0.01,37284,-0.9310453534126282,0.001,0.000550782831851393,2.7317280769348145,0.00023382733343169093
99.01,6280,606640,880,-18.88413343,688,0.01,37289,-0.9956992864608765,0.001,0.0008276384323835373,3.5131070613861084,0.0002351673465454951
99.01,6284,606832,881,-18.94923756,688,0.01,37301,-0.9231386780738831,0.001,0.009093498811125755,0.4364492893218994,0.00023716643045190722
99.01,6288,607680,882,-18.768230239999994,688,0.01,37354,-0.95876145362854,0.001,0.017987683415412903,-2.24415922164917,0.00023839573259465396
99.01,6292,608160,882,-19.13328993,688,0.01,37384,-0.9898743629455566,0.001,0.01311701349914074,-3.317722797393799,0.00023628711642231792
99.01,6296,608240,883,-18.99940816,688,0.01,37389,-0.8926218748092651,0.001,0.0031239979434758425,0.2884070873260498,0.00023578244145028293
98.02,6300,608288,883,-18.80100011,688,0.02,37392,-0.9205885529518127,0.001,0.004142331425100565,2.330373764038086,0.00023557161330245435
98.02,6304,609152,884,-18.45038224,688,0.02,37446,-0.9310653209686279,0.001,0.007246595807373524,-7.256114959716797,0.00024565192870795727
98.02,6308,609744,885,-18.385580370000003,688,0.02,37483,-0.9549568891525269,0.001,0.002495264168828726,2.7679924964904785,0.00024287105770781636
98.02,6312,609824,885,-18.98282078,688,0.02,37488,-0.8208136558532715,0.001,0.0033087474294006824,2.15956449508667,0.00024311273591592908
98.02,6316,609888,885,-18.942767469999996,688,0.02,37492,-0.9078471064567566,0.001,0.043927162885665894,-0.7108521461486816,0.00024332728935405612
98.02,6320,610752,886,-19.040504579999997,688,0.02,37546,-0.9373292922973633,0.001,0.0009671609150245786,-6.491297721862793,0.00023792489082552493
98.02,6324,611344,887,-19.11411891,688,0.02,37583,-0.9795840978622437,0.001,0.009243045002222061,-6.339499473571777,0.00023346747912000865
98.02,6328,611424,887,-18.90703408,688,0.02,37588,-0.8361716270446777,0.001,0.005797564052045345,-7.6096882820129395,0.00023283578047994524
98.02,6332,611488,887,-19.12916775,688,0.02,37592,-0.9249484539031982,0.001,0.0007170432945713401,-8.52424144744873,0.0002321564097655937
99.01,6336,612352,889,-19.01643401,688,0.01,37646,-0.9320558905601501,0.001,0.001554754446260631,7.486275672912598,0.00022731052013114095
99.01,6340,612944,889,-18.7651988,688,0.01,37683,-0.8910456299781799,0.001,0.0012425272725522518,15.736625671386719,0.0002495103981345892
98.02,6344,613008,890,-18.220099169999997,688,0.02,37687,-0.836631715297699,0.001,0.007221209816634655,9.162835121154785,0.0002523605362512171
98.02,6348,613088,890,-18.483392770000002,688,0.02,37692,-0.9347791075706482,0.001,0.00072007643757388,-1.2821588516235352,0.0002550707431510091
98.02,6352,613584,890,-18.228138740000002,688,0.02,37723,-0.9487838745117188,0.001,0.0012838994152843952,-7.382504463195801,0.0002545422175899148
98.02,6356,614320,891,-18.308503639999998,688,0.02,37769,-0.8772730827331543,0.001,0.001989862648770213,8.475640296936035,0.00025647477013990283
98.02,6360,614608,892,-18.07904224,688,0.02,37787,-0.828071117401123,0.001,0.0012103047920390964,2.7685298919677734,0.0002605700574349612
98.02,6364,614688,892,-17.740071939999996,688,0.02,37792,-0.8965585827827454,0.001,0.018639899790287018,5.5653228759765625,0.0002612421230878681
98.02,6368,615184,893,-17.81138822,688,0.02,37823,-0.9146599769592285,0.001,0.004558200016617775,-3.9909799098968506,0.0002618072903715074
98.02,6372,615920,894,-18.33992024,688,0.02,37869,-0.9425660967826843,0.001,0.0078385379165411,-12.685730934143066,0.00024799781385809183
98.02,6376,616208,894,-18.56577462,688,0.02,37887,-0.9355459213256836,0.001,0.0015749095473438501,-11.116474151611328,0.00024182705965358764
98.02,6380,616288,894,-18.78425894,688,0.02,37892,-0.8497216105461121,0.001,0.001650980208069086,-10.952898979187012,0.00024025380844250321
97.03,6384,616640,895,-18.757525140000002,688,0.03,37914,-0.9079827070236206,0.001,0.008319880813360214,-19.89451789855957,0.00023274387058336288
97.03,6388,617504,896,-19.064414130000003,688,0.03,37968,-0.9214911460876465,0.001,0.013902210630476475,-4.461545467376709,0.00021435787493828684
97.03,6392,617760,897,-19.08589233,688,0.03,37984,-0.8819952011108398,0.001,0.000951075810007751,-8.078855514526367,0.0002111781359417364
97.03,6396,617840,897,-18.806823520000002,688,0.03,37989,-0.8018930554389954,0.001,0.004098489880561829,-6.93309211730957,0.00021015269157942384
98.02,6400,618240,897,-18.8422146,688,0.02,38014,-0.96233069896698,0.001,0.01091848686337471,-11.905220985412598,0.0002053630305454135
98.02,6404,619104,898,-18.77529451,688,0.02,38068,-0.797568678855896,0.001,0.0036752207670360804,-0.37259912490844727,0.0001989478914765641
98.02,6408,619360,899,-18.88302224,688,0.02,38084,-0.7886493802070618,0.001,0.008383218199014664,-4.687675952911377,0.00019730179337784648
98.02,6412,619440,899,-18.538156379999997,688,0.02,38089,-0.7685791254043579,0.001,0.0021877039689570665,-4.976094722747803,0.0001966332783922553
98.02,6416,619840,899,-18.849836500000002,688,0.02,38114,-0.833276629447937,0.001,0.0017810368444770575,-4.5336761474609375,0.00019303684530314058
98.02,6420,620704,901,-18.5821034,688,0.02,38168,-0.8630123734474182,0.001,0.005891643464565277,-5.720790863037109,0.00018800671386998147
98.02,6424,620960,901,-18.63999483,688,0.02,38184,-0.8362442255020142,0.001,0.16969260573387146,-4.054524898529053,0.00018679410277400166
98.02,6428,621040,901,-18.74155308,688,0.02,38189,-0.8822182416915894,0.001,0.018677745014429092,-6.182315826416016,0.00018643602379597723
98.02,6432,621440,902,-18.5915951,688,0.02,38214,-0.8366478085517883,0.001,0.026372935622930527,-0.5898885726928711,0.00018486665794625878
98.02,6436,622304,903,-18.70756835,688,0.02,38268,-0.80876225233078,0.001,0.037228722125291824,5.5017523765563965,0.00018590339459478855
97.03,6440,622560,904,-18.90013149,688,0.03,38284,-0.7696322798728943,0.001,0.012742577120661736,9.577827453613281,0.00018757277575787157
98.02,6444,622640,904,-19.104264189999995,688,0.02,38289,-0.8431432843208313,0.001,0.003117952961474657,7.383129596710205,0.00018827817984856665
98.02,6448,622832,904,-19.181989350000002,688,0.02,38301,-0.7841804623603821,0.001,0.031182454898953438,4.742061138153076,0.00018983469635713845
97.03,6452,623552,905,-18.794285679999998,688,0.03,38346,-0.8586710691452026,0.001,0.001163794775493443,19.634794235229492,0.00019998919742647558
97.03,6456,624160,906,-18.93215181,688,0.03,38384,-0.8149110674858093,0.001,0.005249672569334507,8.126871109008789,0.00021610318799503148
97.03,6460,624224,906,-18.74674653,688,0.03,38388,-0.8714867830276489,0.001,0.001289969077333808,5.697430610656738,0.0002172007370973006
97.03,6464,624304,906,-18.65722692,688,0.03,38393,-0.7521224617958069,0.001,0.036705732345581055,9.821142196655273,0.0002182757598347962
96.04,6468,624800,907,-18.81579998,688,0.04,38424,-0.8629104495048523,0.001,0.017823675647377968,-2.2557315826416016,0.00022449778043664992
96.04,6472,625520,908,-18.7346207,688,0.04,38469,-0.7899818420410156,0.001,0.0013739466667175293,-0.18701934814453125,0.00022112014994490892
96.04,6476,625808,908,-18.752352090000002,688,0.04,38487,-0.8166775107383728,0.001,0.009555533528327942,10.888858795166016,0.00022156302293296903
96.04,6480,625888,909,-18.825354549999997,688,0.04,38492,-0.823479175567627,0.001,0.0103922039270401,6.562169551849365,0.000222286835196428
97.03,6484,626400,909,-18.727331709999998,688,0.03,38524,-0.8096381425857544,0.001,0.011560602113604546,19.0515079498291,0.00022989590070210397
97.03,6488,627120,910,-18.41250655,688,0.03,38569,-0.6859827637672424,0.001,0.0076110027730464935,2.7043323516845703,0.00024341666721738875
97.03,6492,627408,911,-18.19545589,688,0.03,38587,-0.8476471304893494,0.001,0.0023423456586897373,2.108029842376709,0.0002463468408677727
97.03,6496,627488,911,-18.422510530000004,688,0.03,38592,-0.8093875050544739,0.001,0.0010249989572912455,2.283710479736328,0.0002470139879733324
97.03,6500,628000,912,-18.45143682,688,0.03,38624,-0.8391119837760925,0.001,0.0023278139997273684,-0.2020711898803711,0.0002490055048838258
97.03,6504,628720,913,-18.639149269999997,688,0.03,38669,-0.8503396511077881,0.001,0.0010951705044135451,2.8738346099853516,0.0002533501829020679
97.03,6508,629008,913,-18.83460159,688,0.03,38687,-0.8419427275657654,0.001,0.018293840810656548,5.5241265296936035,0.00025584595277905464
97.03,6512,629088,913,-18.99248672,688,0.03,38692,-0.813073992729187,0.001,0.0031026885844767094,8.440882682800293,0.0002569622010923922
97.03,6516,629600,914,-19.23910521,688,0.03,38724,-0.7833538055419922,0.001,0.0012062406167387962,17.365148544311523,0.0002677246229723096
97.03,6520,630320,915,-19.35407166,688,0.03,38769,-0.8911008834838867,0.001,0.003057834692299366,-7.831822872161865,0.00027784769190475345
97.03,6524,630608,916,-19.46986236,688,0.03,38787,-0.792888879776001,0.001,0.007889831438660622,1.7573022842407227,0.0002759642666205764
96.04,6528,630640,916,-19.58027106,688,0.04,38789,-0.8304125070571899,0.001,0.006741886492818594,-3.4414381980895996,0.00027576566208153963
96.04,6532,631040,916,-19.88913176,688,0.04,38814,-0.8601786494255066,0.001,0.003045930527150631,-5.759034156799316,0.0002748923434410244
97.03,6536,631920,917,-20.2531466,688,0.03,38869,-0.8519494533538818,0.001,0.000687128456775099,6.733421325683594,0.0002753887965809554
97.03,6540,632160,918,-20.455606489999997,688,0.03,38884,-0.7777961492538452,0.001,0.0008212618413381279,7.334383487701416,0.0002792739833239466
96.04,6544,632240,918,-20.190080210000005,688,0.04,38889,-0.8271663188934326,0.001,0.009461762383580208,9.242097854614258,0.00028053770074620843
96.04,6548,632432,918,-20.1886786,688,0.04,38901,-0.7163867950439453,0.001,0.0008616349077783525,1.1215829849243164,0.0002831829770002514
97.03,6552,633280,919,-20.877136330000003,688,0.03,38954,-0.7169076204299927,0.001,0.0016719242557883263,-3.792510509490967,0.0002767090336419642
97.03,6556,633760,920,-20.794378129999995,688,0.03,38984,-0.7889768481254578,0.001,0.0019165629055351019,-5.510551929473877,0.00027214200235903263
97.03,6560,633840,920,-21.225029749999997,688,0.03,38989,-0.8183683156967163,0.001,0.0008847511489875615,-8.867131233215332,0.00027131507522426546
97.03,6564,634032,920,-21.240375750000002,688,0.03,39001,-0.6583211421966553,0.001,0.002792149782180786,0.7006731033325195,0.00026886837440542877
98.02,6568,634880,922,-21.293717030000007,688,0.02,39054,-0.7596368789672852,0.001,0.0034223399125039577,0.04208850860595703,0.00026723433984443545
98.02,6572,635360,922,-21.299040180000006,688,0.02,39084,-0.7847243547439575,0.001,0.0019447330851107836,9.950305938720703,0.00026743754278868437
98.02,6576,635440,922,-21.30726711,688,0.02,39089,-0.7804812788963318,0.001,0.00397912971675396,20.190410614013672,0.000268554431386292
98.02,6580,635632,923,-21.308830249999996,688,0.02,39101,-0.737281322479248,0.001,0.0008690734975971282,5.899441719055176,0.0002733958244789392
98.02,6584,636480,924,-21.213205089999995,688,0.02,39154,-0.7515794038772583,0.001,0.0015607767272740602,-8.390676498413086,0.00027355545898899436
98.02,6588,636960,925,-21.22546772,688,0.02,39184,-0.8228055238723755,0.001,0.0011645975755527616,-6.3696417808532715,0.0002669460081961006
98.02,6592,637040,925,-21.244390969999998,688,0.02,39189,-0.7639275789260864,0.001,0.004260498099029064,-2.8933465480804443,0.00026596616953611374
98.02,6596,637232,925,-21.12261183,688,0.02,39201,-0.8137235045433044,0.001,0.28990334272384644,-1.1428351402282715,0.0002643621701281518
98.02,6600,638080,926,-21.132504539999996,688,0.02,39254,-0.6697924733161926,0.001,0.0016584987752139568,13.062097549438477,0.0002833745093084872
98.02,6604,638560,927,-21.229615159999994,688,0.02,39284,-0.7510342597961426,0.001,0.004336412530392408,-2.9964261054992676,0.00028630250017158687
98.02,6608,638640,927,-20.72634194,688,0.02,39289,-0.809554398059845,0.001,0.010198726318776608,-3.9160337448120117,0.00028581745573319495
98.02,6612,638832,927,-20.662498890000002,688,0.02,39301,-0.8082337379455566,0.001,0.0016555421752855182,-6.245675563812256,0.0002846412535291165
98.02,6616,639680,928,-20.424183960000004,688,0.02,39354,-0.7951292395591736,0.001,0.001165550434961915,-14.082640647888184,0.0002727544051595032
98.02,6620,640160,929,-20.499446949999996,688,0.02,39384,-0.71333909034729,0.001,0.004476279951632023,-12.968664169311523,0.00026196162798441947
98.02,6624,640240,929,-20.095636779999996,688,0.02,39389,-0.7204068899154663,0.001,0.005563468672335148,-14.252256393432617,0.0002600660955067724
99.01,6628,640432,930,-20.198349529999998,688,0.01,39401,-0.7194334268569946,0.001,0.0017146782483905554,-3.337876796722412,0.0002558444975875318
99.01,6632,641280,931,-19.65497241,688,0.01,39454,-0.6537781953811646,0.001,0.003838201519101858,-6.308475017547607,0.00024760409723967314
99.01,6636,641760,931,-19.687794269999998,688,0.01,39484,-0.7872985601425171,0.001,0.0014274661662057042,-1.2015857696533203,0.00024362521071452647
100.0,6640,641840,932,-19.65599866,688,0.0,39489,-0.7541891932487488,0.001,0.0031728167086839676,6.694370269775391,0.0002433138433843851
100.0,6644,642032,932,-19.798941399999997,688,0.0,39501,-0.7293340563774109,0.001,0.006082768552005291,2.775871753692627,0.0002433133777230978
100.0,6648,642880,933,-19.498067210000002,688,0.0,39554,-0.7414933443069458,0.001,0.0006558333989232779,-3.721764326095581,0.00024798812228254974
100.0,6652,643360,934,-19.29072525,688,0.0,39584,-0.6660732626914978,0.001,0.024656295776367188,-4.925151824951172,0.0002476699883118272
100.0,6656,643440,934,-18.935459169999998,688,0.0,39589,-0.6904653906822205,0.001,0.00165474321693182,-10.486860275268555,0.0002471381740178913
100.0,6660,643632,934,-18.91847177,688,0.0,39601,-0.6300535798072815,0.001,0.0017677716678008437,-8.575058937072754,0.0002454713685438037
100.0,6664,644480,935,-18.745414849999996,688,0.0,39654,-0.7933238744735718,0.001,0.006009744480252266,-5.518040657043457,0.00023441610392183065
100.0,6668,644960,936,-18.96846164,688,0.0,39684,-0.6799532175064087,0.001,0.0013320606667548418,9.086705207824707,0.0002360209182370454
100.0,6672,645040,936,-18.82907129,688,0.0,39689,-0.747886598110199,0.001,0.021640121936798096,4.475286960601807,0.00023737619630992413
100.0,6676,645232,937,-19.04882433,688,0.0,39701,-0.7306303977966309,0.001,0.0009871828369796276,-3.2182674407958984,0.00023931327450554818
100.0,6680,646080,938,-18.72244559,688,0.0,39754,-0.6806058883666992,0.001,0.0009347560117021203,0.9084534645080566,0.0002315803722012788
100.0,6684,646560,939,-18.70775626,688,0.0,39784,-0.7164788246154785,0.001,0.0011430822778493166,-1.7142868041992188,0.00022806267952546477
100.0,6688,646640,939,-18.66721747,688,0.0,39789,-0.7187511920928955,0.001,0.00226515787653625,-3.2298834323883057,0.00022772539523430169
100.0,6692,646832,939,-18.85628581,688,0.0,39801,-0.7564865350723267,0.001,0.0014056062791496515,5.810708045959473,0.00022754735255148262
100.0,6696,647680,940,-19.00914752,688,0.0,39854,-0.7087376117706299,0.001,0.00748799042776227,-4.068427562713623,0.00023294126731343567
100.0,6700,648160,941,-19.087122299999997,688,0.0,39884,-0.6528716087341309,0.001,0.026531396433711052,-4.896522521972656,0.00022781877487432212
100.0,6704,648240,941,-19.16080478,688,0.0,39889,-0.6825236082077026,0.001,0.0014523039571940899,-8.676565170288086,0.0002267354866489768
100.0,6708,648432,941,-19.347994290000003,688,0.0,39901,-0.6161431670188904,0.001,0.0016555781476199627,-5.607909202575684,0.00022412983526010066
100.0,6712,649280,943,-19.11389386,688,0.0,39954,-0.7387816905975342,0.001,0.001588560058735311,-14.783035278320312,0.0002143384626833722
100.0,6716,649760,943,-18.772478870000004,688,0.0,39984,-0.6705291271209717,0.001,0.0009350361069664359,11.313018798828125,0.000208421639399603
100.0,6720,649840,943,-18.79222072,688,0.0,39989,-0.6559664011001587,0.001,0.0024780628737062216,13.788714408874512,0.00020896836940664798
100.0,6724,650032,944,-18.672701179999997,688,0.0,40001,-0.6273127198219299,0.001,0.009813494980335236,14.95897388458252,0.00021179832401685417
100.0,6728,650880,945,-18.578093790000004,688,0.0,40054,-0.6709744930267334,0.001,0.000834027654491365,-6.015294075012207,0.00021145562641322613
