train/ent_coef,time/fps,time/time_elapsed,train/critic_loss,train/ent_coef_loss,rollout/success_rate,train/learning_rate,train/n_updates,time/episodes,rollout/ep_rew_mean,train/actor_loss,time/total_timesteps,rollout/ep_len_mean
0.0013765426119789481,328,5362,1.2318421807140112,-2.905748751014471,0.0,0.003,1761936,5924,-16.65949593,5.5270194709300995,1762048,300.0
0.0019098723714705557,328,5367,0.6954894466325641,2.7416903413832188,0.0,0.003,1763424,5928,-16.583919870000003,6.021696448326111,1763536,300.0
0.0018719037616392598,328,5371,0.2888334756717086,2.2605932615697384,0.0,0.003,1764752,5932,-16.7156553,5.469028353691101,1764864,300.0
0.0024142306501744315,328,5375,0.5992293069139123,4.20958711206913,0.0,0.003,1766320,5936,-17.155221249999997,5.546521842479706,1766432,300.0
0.0023762716737110168,328,5376,1.827266113832593,7.427907854318619,0.0,0.003,1766736,5940,-16.82305877,5.661446005105972,1766848,300.0
0.0026173365768045187,328,5381,1.7292284476570785,-0.47042038664221764,0.0,0.003,1768224,5944,-16.86105986,5.40886290371418,1768336,300.0
0.0013618438970297575,328,5385,1.4906310378573835,-0.25141602382063866,0.0,0.003,1769552,5948,-16.93024123,5.362392410635948,1769664,300.0
0.0014594044550904073,328,5390,1.367951089516282,0.27018864266574383,0.0,0.003,1771120,5952,-17.00414496,5.33537682890892,1771232,300.0
0.0027758214419009164,328,5391,0.9175519896671176,-1.196609754115343,0.0,0.003,1771536,5956,-16.967069119999998,5.741705387830734,1771648,300.0
0.0020585892198141664,328,5395,0.6018853718414903,1.4568877052515745,0.0,0.003,1773024,5960,-17.086802719999998,5.506480395793915,1773136,300.0
0.003479289371171035,328,5399,2.9210312012583017,0.9441482461988926,0.0,0.003,1774352,5964,-17.27401939,5.355647504329681,1774464,300.0
0.0019244668073952198,328,5404,1.1691418113186955,-3.320183753967285,0.01,0.003,1775888,5968,-17.05147291,5.471518516540527,1776000,297.01
0.001727784241666086,328,5404,1.1478699138388038,0.3737603649497032,0.01,0.003,1775968,5972,-16.924098930000003,5.127592474222183,1776080,297.01
0.0021403077989816666,328,5408,1.0017896508798003,2.127972651273012,0.01,0.003,1777296,5976,-16.724715700000004,5.433611959218979,1777408,297.01
0.002147575738490559,328,5413,0.46488512959331274,1.2711741831153631,0.01,0.003,1778992,5980,-16.727456430000004,5.286761283874512,1779104,297.01
0.0023279054003069177,328,5418,0.5859311204403639,-0.5338433068245649,0.01,0.003,1780688,5984,-16.50427701,5.741370975971222,1780800,297.01
0.0021265059476718307,328,5418,0.7235230077058077,-0.9337782748043537,0.01,0.003,1780768,5988,-16.33021297,5.286346197128296,1780880,297.01
0.0026813789445441216,328,5422,0.4921303018927574,-3.655898705124855,0.01,0.003,1782096,5992,-16.098439900000002,5.423267662525177,1782208,297.01
0.0024349789891857654,328,5427,0.2827390884049237,-3.384954050183296,0.01,0.003,1783792,5996,-15.889793499999998,5.612676829099655,1783904,297.01
0.001539512632007245,328,5432,1.5485274251550436,-2.9063123390078545,0.01,0.003,1785488,6000,-15.709008200000001,5.55746054649353,1785600,297.01
0.0012233117085997947,328,5433,1.530527226626873,-3.2480807937681675,0.01,0.003,1785568,6004,-15.65448219,5.716525614261627,1785680,297.01
0.0013856964724254794,328,5436,0.5836738590151072,-0.45686493068933487,0.01,0.003,1786896,6008,-15.642668180000001,5.925912261009216,1787008,297.01
0.0016632542174193077,328,5441,1.2791412621736526,-2.6486294977366924,0.01,0.003,1788592,6012,-15.792525440000002,5.970251619815826,1788704,297.01
0.0023072791373124346,328,5445,0.4732741490006447,1.9533085897564888,0.02,0.003,1789872,6016,-15.86399557,5.610578745603561,1789984,294.02
0.001820472170948051,328,5447,0.8522043973207474,-0.12623814679682255,0.02,0.003,1790368,6020,-15.84543499,5.958267986774445,1790480,294.02
0.0013159966401872225,328,5449,1.403784585185349,-2.5097996816039085,0.02,0.003,1791104,6024,-15.77652968,5.8823815286159515,1791216,294.02
0.0013487226751749404,328,5455,3.0518608959391713,-1.4280200935900211,0.02,0.003,1793088,6028,-16.454030879999998,5.981294929981232,1793200,294.02
0.0029167308675823733,328,5459,0.6097128381952643,-4.471322253346443,0.02,0.003,1794672,6032,-16.46017507,6.127235382795334,1794784,294.02
