train/ent_coef_loss,rollout/success_rate,train/actor_loss,train/ent_coef,train/critic_loss,train/learning_rate,time/episodes,rollout/ep_rew_mean,time/time_elapsed,time/fps,rollout/ep_len_mean,train/n_updates,time/total_timesteps
-0.7271432243287563,0.04,0.6805823408067226,0.00016183707703021355,0.00022196084319148213,0.0003,988,-1.1894529900000002,857,344,293.2,294816,294928
-1.035575494170189,0.04,0.6678192839026451,0.00016108392355818069,0.00018763972730084788,0.0003,992,-1.1757977400000001,864,344,293.2,297488,297600
,0.04,,,,,996,-1.1757977400000001,864,344,293.2,,297600
-0.13303374499082565,0.04,0.6532611288130283,0.0001608475940884091,0.00019251619232818484,0.0003,1000,-1.1621035900000003,864,344,293.2,297504,297616
1.0689378790557384,0.05,0.6710509359836578,0.00016046491600718582,0.00018634039952303283,0.0003,1004,-1.14403346,868,344,290.21,298992,299104
0.09990259259939194,0.04,0.6515224538743496,0.00015967575200193096,0.00023329778741754126,0.0003,1008,-1.14756569,876,344,293.2,301696,301808
-1.3146741650998592,0.04,0.6319610252976418,0.0001549803691887064,0.00020261711324565113,0.0003,1012,-1.13056862,878,344,293.2,302288,302400
0.6916509233415127,0.04,0.6519663333892822,0.00015467482353415107,0.0002167613183701178,0.0003,1016,-1.1148213100000002,878,344,293.2,302304,302416
1.1193886809051037,0.04,0.6551019139587879,0.00015184838957793545,0.00016742850402806653,0.0003,1020,-1.1178532300000001,882,344,293.2,303792,303904
0.2251004558056593,0.05,0.6348233632743359,0.0001546973617223557,0.0001838798734752345,0.0003,1024,-1.102951,890,344,290.21,306384,306496
0.18350106850266457,0.04,0.6309227719902992,0.00015676535895181587,0.0002304583031218499,0.0003,1028,-1.06606855,892,344,290.66,307088,307200
-1.517116490751505,0.04,0.6303936652839184,0.00015677316878282,0.00018295199151907582,0.0003,1032,-1.0618746299999997,892,344,290.66,307104,307216
-0.6483225636184216,0.04,0.6335284039378166,0.00016114516529341927,0.0001672519138082862,0.0003,1036,-1.0598015499999998,896,344,290.66,308400,308512
2.544154353439808,0.04,0.6340821869671345,0.00016007550493668532,0.00019852165041811531,0.0003,1040,-1.0602801099999999,904,344,290.66,311184,311296
0.2637785980477929,0.03,0.6304202117025852,0.0001562564939376898,0.000171245191268099,0.0003,1044,-1.0639067599999998,906,344,293.65,311888,312000
-0.6061393152922392,0.03,0.6159624867141247,0.0001561682529427344,0.00019419246882534935,0.0003,1048,-1.06267433,906,344,293.65,311904,312016
-0.2926849462091923,0.03,0.5973084457218647,0.00014870335417072056,0.00016406207487307256,0.0003,1052,-1.05875014,909,344,293.65,313200,313312
2.4025250915437937,0.03,0.622138973325491,0.00014916292093403172,0.00016373743437725352,0.0003,1056,-1.0461106100000002,917,344,293.65,315984,316096
0.6628041854128242,0.02,0.6188135929405689,0.00015303780946851475,0.00018295016343472525,0.0003,1060,-1.03825619,920,344,294.02,316688,316800
-0.7270847037434578,0.02,0.6256228908896446,0.00015305469332815846,0.00021977407595841214,0.0003,1064,-1.03823519,920,344,294.02,316704,316816
-0.48972515389323235,0.02,0.6131871230900288,0.0001495739688834874,0.00017363281585858203,0.0003,1068,-1.0335706199999999,923,344,294.02,318000,318112
3.4775118194520473,0.02,0.59511324390769,0.00015535807415290037,0.00020766873058164492,0.0003,1072,-1.0182216100000003,931,344,294.02,320784,320896
-0.2994969319552183,0.02,0.6134612672030926,0.00015759352390887216,0.00016765847612987272,0.0003,1076,-1.0042733799999999,933,344,294.02,321488,321600
-1.680927325040102,0.03,0.6027730032801628,0.0001574364223415614,0.00017634726737014716,0.0003,1080,-0.9952723300000001,933,344,291.03,321504,321616
-0.24764610081911087,0.03,0.5933946408331394,0.00015635342970199417,0.000377507498342311,0.0003,1084,-0.9996741,936,344,291.03,322544,322656
-0.5488969068974257,0.04,0.60063461586833,0.00015416572023241315,0.00021540474062931025,0.0003,1088,-0.96375539,940,344,288.04,323616,323728
1.5526508456096053,0.04,0.5953093469142914,0.00015573663949908223,0.00018608324808155885,0.0003,1092,-0.94048443,947,344,288.04,326288,326400
,0.04,,,,,1096,-0.94048443,947,344,288.04,,326400
1.572241771966219,0.04,0.5977243520319462,0.0001561660510560614,0.0002064766267722007,0.0003,1100,-0.9397723099999999,947,344,288.04,326304,326416
-1.4826169051229954,0.03,0.5741080865263939,0.00015786267522344133,0.00016962724657787476,0.0003,1104,-0.9495812600000001,953,344,291.03,328416,328528
-0.05887257307767868,0.03,0.5747829265892506,0.0001524288163636811,0.00018954801635118201,0.0003,1108,-0.93488501,961,344,291.03,331088,331200
,0.03,,,,,1112,-0.93488501,961,344,291.03,,331200
0.18055902421474457,0.03,0.5930911004543304,0.0001523377532066661,0.00018651210575626465,0.0003,1116,-0.9351970399999999,961,344,291.03,331104,331216
1.3189678564667702,0.03,0.575503021478653,0.00015999918196030194,0.0001854344891398796,0.0003,1120,-0.9223204600000001,967,344,291.03,333216,333328
0.45073118805885315,0.02,0.5746555812656879,0.000147396888678486,0.00020774132372025633,0.0003,1124,-0.95672176,975,344,294.02,335888,336000
,0.02,,,,,1128,-0.95672176,975,344,294.02,,336000
0.16651621833443642,0.02,0.5567240342497826,0.00014747818568139337,0.00020802352810278535,0.0003,1132,-0.95503121,975,344,294.02,335904,336016
0.3957868441939354,0.02,0.5739366412162781,0.00014868020298308693,0.000175601247974555,0.0003,1136,-0.9444030900000001,981,344,294.02,338016,338128
0.5768983121961355,0.02,0.5503034368157387,0.00015675496797484811,0.0001589033431628195,0.0003,1140,-0.9360273500000001,989,344,294.02,340688,340800
,0.02,,,,,1144,-0.9360273500000001,989,344,294.02,,340800
0.25290393084287643,0.02,0.566140990704298,0.00015703589269833174,0.00015149635282796226,0.0003,1148,-0.93393077,989,344,294.02,340704,340816
0.5271602971479297,0.02,0.5582150220870972,0.0001518981780463946,0.000164542201673612,0.0003,1152,-0.93463503,995,344,294.02,342816,342928
1.6546582747250795,0.02,0.5371743589639664,0.0001500783964729635,0.0001886358622869011,0.0003,1156,-0.9086819199999999,1003,344,294.02,345488,345600
,0.02,,,,,1160,-0.9086819199999999,1003,344,294.02,,345600
1.5058500971645117,0.02,0.5441320836544037,0.00015066698961163638,0.00019186994541087188,0.0003,1164,-0.9167924699999999,1003,344,294.02,345504,345616
-1.6694850400090218,0.02,0.5469495244324207,0.00015216818337648874,0.00016416368180216523,0.0003,1168,-0.9137441499999999,1009,344,294.02,347616,347728
0.6020184140652418,0.02,0.5355828516185284,0.0001522302791272523,0.00014961910255806288,0.0003,1172,-0.9302439800000001,1017,344,294.02,350288,350400
,0.02,,,,,1176,-0.9302439800000001,1017,344,294.02,,350400
1.8416345119476318,0.02,0.5406138058751822,0.00015248818726831814,0.00016135670421135728,0.0003,1180,-0.9055462,1017,344,294.02,350304,350416
-3.292352870106697,0.01,0.5217745788395405,0.00014981603908381658,0.00015525011258432642,0.0003,1184,-0.91512108,1023,344,297.01,352416,352528
1.3657046593725681,0.0,0.5280549302697182,0.00014350620222103316,0.0001712247139948886,0.0003,1188,-0.9486625900000001,1031,344,300.0,355088,355200
,0.0,,,,,1192,-0.9486625900000001,1031,344,300.0,,355200
2.2962902756407857,0.0,0.5373269803822041,0.0001439516054233536,0.0001821334276428388,0.0003,1196,-0.9389745299999999,1031,344,300.0,355104,355216
0.9051166661083698,0.0,0.5237235594540834,0.00014555686811945634,0.00020907756697852165,0.0003,1200,-0.93815183,1037,344,300.0,357216,357328
-2.3745491467416286,0.0,0.5274100359529257,0.00014875080614729086,0.0001513196802989114,0.0003,1204,-0.9311998500000002,1044,344,300.0,359888,360000
,0.0,,,,,1208,-0.9311998500000002,1044,344,300.0,,360000
-1.6654976829886436,0.0,0.5042052399367094,0.00014807965180807514,0.0001501376732448989,0.0003,1212,-0.9361023900000001,1044,344,300.0,359904,360016
3.024746172130108,0.0,0.5122478120028973,0.00015294540662580403,0.0001669984503678279,0.0003,1216,-0.93621073,1051,344,300.0,362016,362128
-0.24875681847333908,0.0,0.5028132814913988,0.00014998467941040872,0.00013840160227118758,0.0003,1220,-0.9416013900000002,1058,344,300.0,364688,364800
,0.0,,,,,1224,-0.9416013900000002,1058,344,300.0,,364800
-1.0311215408146381,0.0,0.5030728150159121,0.0001498696037742775,0.00013806561491946923,0.0003,1228,-0.9258873600000002,1058,344,300.0,364704,364816
0.2992753218859434,0.0,0.5010656956583261,0.0001476967327107559,0.00018817291129380465,0.0003,1232,-0.92375714,1064,344,300.0,366816,366928
0.9754808135330677,0.0,0.5030776672065258,0.00014297155485110125,0.00016452421186841093,0.0003,1236,-0.9390650099999999,1072,344,300.0,369488,369600
,0.0,,,,,1240,-0.9390650099999999,1072,344,300.0,,369600
1.6994541380554438,0.0,0.5041161458939314,0.00014318463763629552,0.0001501807605563954,0.0003,1244,-0.9249349200000002,1072,344,300.0,369504,369616
-0.5007033832371235,0.0,0.5003536641597748,0.00014678794923383975,0.00015168080244620796,0.0003,1248,-0.9514044400000001,1078,344,300.0,371616,371728
-0.9841786362230778,0.0,0.49605810455977917,0.00014501966506941244,0.00018511541793486685,0.0003,1252,-0.95027718,1086,344,300.0,374288,374400
,0.0,,,,,1256,-0.95027718,1086,344,300.0,,374400
-0.2764491140842438,0.0,0.4924282990396023,0.0001448249195163953,0.0001522028860563296,0.0003,1260,-0.9648751400000001,1086,344,300.0,374304,374416
-0.990812748670578,0.0,0.4863184988498688,0.00014298129735834664,0.00024431080692011165,0.0003,1264,-0.9739724199999997,1092,344,300.0,376416,376528
-2.414955537766218,0.0,0.5028585158288479,0.00014495391405944247,0.00012741903265123256,0.0003,1268,-0.94847009,1100,344,300.0,379088,379200
,0.0,,,,,1272,-0.94847009,1100,344,300.0,,379200
-1.8226681724190712,0.0,0.48124387115240097,0.00014441567691392265,0.00015575826319036423,0.0003,1276,-0.94636252,1100,344,300.0,379104,379216
-1.8335569091141224,0.0,0.5001055486500263,0.00014230015494831605,0.00014584273321816,0.0003,1280,-0.9735819600000001,1106,344,300.0,381216,381328
1.938092092052102,0.01,0.4898213520646095,0.00014176316926750587,0.0001692534542598878,0.0003,1284,-0.96418367,1112,344,298.61,383296,383408
0.5692525431513786,0.02,0.49339154176414013,0.0001427749084541574,0.00013890002219341113,0.0003,1288,-0.9374277200000002,1114,344,298.52,383888,384000
-0.28324391320347786,0.02,0.4840240962803364,0.0001429124404239701,0.00013452787516143871,0.0003,1292,-0.93627605,1114,344,298.52,383904,384016
-1.4831574708223343,0.02,0.48750013671815395,0.00014371350243891357,0.0002617046839077375,0.0003,1296,-0.94062866,1120,344,298.52,386016,386128
0.6900595780462027,0.02,0.4758536219596863,0.00014798114443692612,0.00015131753980313079,0.0003,1300,-0.94935431,1126,344,298.52,388096,388208
2.38396480306983,0.03,0.48153942450881004,0.0001563304140290711,0.000182783946456766,0.0003,1304,-0.94846738,1128,344,295.53,388688,388800
0.82077731564641,0.03,0.4849160686135292,0.00015693725799792446,0.00019484471522446256,0.0003,1308,-0.9590428599999998,1128,344,295.53,388704,388816
-0.42762209102511406,0.03,0.48146679252386093,0.00014581032610294642,0.0001644059825594013,0.0003,1312,-0.9851603299999999,1132,344,295.53,390208,390320
1.4575949404388666,0.03,0.48111432418227196,0.00014587467831006506,0.00016642150967527414,0.0003,1316,-0.9808376399999998,1140,344,295.53,392784,392896
-0.9860632177442312,0.03,0.46527229249477386,0.00014472083785221912,0.00018095802306561382,0.0003,1320,-0.9701057099999999,1142,344,295.53,393488,393600
-0.44007524102926254,0.03,0.4830413591116667,0.00014471183385467157,0.00017951806921701063,0.0003,1324,-0.97268843,1142,344,295.53,393504,393616
1.0194489657878876,0.03,0.47829675301909447,0.00014067548181628808,0.00017601716945137014,0.0003,1328,-0.9939511500000003,1146,344,295.53,395008,395120
-0.8405354768037796,0.03,0.4520531054586172,0.00014624889900005655,0.0001485096913711459,0.0003,1332,-0.98997457,1154,344,295.53,397584,397696
-0.6620887704193592,0.03,0.4757308606058359,0.00014528782139677787,0.00015633747125320951,0.0003,1336,-0.98292493,1156,344,295.53,398288,398400
-0.01722574047744274,0.03,0.47980377450585365,0.0001450475483579794,0.0001556204251755844,0.0003,1340,-0.9961881300000002,1156,344,295.53,398304,398416
1.2663429379463196,0.03,0.48139447905123234,0.0001408008165526553,0.00014696399466629373,0.0003,1344,-1.0215483200000002,1160,344,295.53,399808,399920
-1.9311685375869274,0.03,0.47864083759486675,0.00014347112210089108,0.00016617575784039218,0.0003,1348,-1.01323395,1168,344,295.53,402384,402496
-2.7131818681955338,0.03,0.47443205304443836,0.0001398892791257822,0.00017482207385910442,0.0003,1352,-1.0190737399999998,1170,344,295.53,403088,403200
-2.5033420473337173,0.03,0.4656126666814089,0.0001392101912642829,0.00018588218017612235,0.0003,1356,-1.0439447799999997,1170,344,295.53,403104,403216
0.8126041479408741,0.03,0.4570072069764137,0.00014389907846634742,0.00017329643515040516,0.0003,1360,-1.03912466,1174,344,295.53,404608,404720
0.060395797714591026,0.03,0.4628905616700649,0.00013841260442859493,0.00019184763095836388,0.0003,1364,-1.03594635,1182,344,295.53,407184,407296
0.39880649000406265,0.03,0.47673529386520386,0.00013757572287431685,0.0001559294123580912,0.0003,1368,-1.04632139,1184,344,295.53,407888,408000
1.6283216048032045,0.03,0.4801656175404787,0.0001378569177177269,0.00016354566969312145,0.0003,1372,-1.05448977,1184,344,295.53,407904,408016
0.3423582259565592,0.03,0.46260511316359043,0.00013543441400543088,0.0001675577586865984,0.0003,1376,-1.0620886399999998,1188,344,295.53,409408,409520
-0.560238104313612,0.03,0.44402348063886166,0.00014321732396638254,0.0001452219398743182,0.0003,1380,-1.04084616,1196,344,295.53,411984,412096
0.8914224356412888,0.01,0.47482486069202423,0.0001384737406624481,0.00016966917110039503,0.0003,1384,-1.06809268,1198,344,297.01,412688,412800
0.6518500968813896,0.01,0.4685192331671715,0.0001386615967930993,0.00021211682815192034,0.0003,1388,-1.0981518,1198,344,297.01,412704,412816
-1.1691908221691847,0.01,0.47906895726919174,0.00013618234697787557,0.00016293575708914432,0.0003,1392,-1.0962661,1202,344,297.01,414208,414320
-1.9502263590693474,0.01,0.4532050136476755,0.00014424218716158066,0.00018306252104594023,0.0003,1396,-1.10855291,1209,344,297.01,416784,416896
1.7053898721933365,0.0,0.4804458525031805,0.0001323086180491373,0.00016736647694415296,0.0003,1400,-1.10946589,1211,344,300.0,417488,417600
1.1321709994226694,0.0,0.4592141006141901,0.00013264187691675033,0.00017486378146713832,0.0003,1404,-1.1172803199999999,1211,344,300.0,417504,417616
1.0332574769854546,0.0,0.4712218791246414,0.00013835284244123613,0.00020625821980502224,0.0003,1408,-1.107188,1216,344,300.0,419008,419120
2.8565434757620096,0.0,0.46908421628177166,0.00013307893550518202,0.00014577959564121556,0.0003,1412,-1.07937197,1223,344,300.0,421584,421696
2.4015409536659718,0.0,0.4489765875041485,0.00013511461747839348,0.00016359813707822468,0.0003,1416,-1.09293632,1225,344,300.0,422288,422400
0.98393914103508,0.0,0.4500311575829983,0.0001356536222374416,0.00016943485525189317,0.0003,1420,-1.10987109,1225,344,300.0,422304,422416
-3.0452757105231285,0.0,0.4639260023832321,0.0001419189820808242,0.0001772702526068315,0.0003,1424,-1.11030904,1230,344,300.0,423808,423920
-1.4091307744383812,0.0,0.4588455706834793,0.00014999008180893725,0.00016491227643200546,0.0003,1428,-1.1234563799999997,1237,344,300.0,426384,426496
-0.0954325906932354,0.0,0.4525491278618574,0.00013970726377010578,0.00013283008411235642,0.0003,1432,-1.13917893,1239,344,300.0,427088,427200
0.9162572436034679,0.0,0.44778305292129517,0.00013967270569992252,0.00015857980270084227,0.0003,1436,-1.13969182,1239,344,300.0,427104,427216
0.8496832922101021,0.0,0.4516802467405796,0.00014155702319840202,0.00014905583793733967,0.0003,1440,-1.11906531,1243,344,300.0,428608,428720
-2.325320091098547,0.0,0.45242444053292274,0.00014274504428613,0.00019308097716930206,0.0003,1444,-1.1011628699999998,1251,344,300.0,431184,431296
2.434778992086649,0.0,0.4588360730558634,0.00014178353922034148,0.00015216852489174926,0.0003,1448,-1.0933605800000001,1253,344,300.0,431888,432000
1.6015686765313148,0.0,0.45980977080762386,0.00014238649600883946,0.000152190832523047,0.0003,1452,-1.0795444299999999,1253,344,300.0,431904,432016
0.8852274771779776,0.0,0.4411505665630102,0.00013783508256892674,0.00016652956855978118,0.0003,1456,-1.04650406,1257,344,300.0,433408,433520
-0.0020354799926280975,0.0,0.448581887409091,0.0001351990595139796,0.00019754259301407728,0.0003,1460,-1.05165458,1265,344,300.0,435984,436096
-0.6862512454390526,0.0,0.4496135115623474,0.00013302395109349163,0.00015213593769658473,0.0003,1464,-1.05689119,1267,344,300.0,436688,436800
2.4039991330355406,0.0,0.4502571616321802,0.00013303155174071435,0.00020696399769803975,0.0003,1468,-1.05197037,1267,344,300.0,436704,436816
-1.6103350184857845,0.01,0.45057246647775173,0.00013714413489651633,0.00017592132735444466,0.0003,1472,-1.03593745,1271,344,297.77,438000,438112
0.5848833061754704,0.01,0.44204690493643284,0.00013422297433862695,0.00013877040692023002,0.0003,1476,-1.0216751499999999,1278,344,297.77,440416,440528
-0.6965850815176964,0.01,0.4524845890700817,0.00013191917150834342,0.00014381122855411377,0.0003,1480,-1.03125581,1281,344,297.77,441488,441600
-0.8975375555455685,0.01,0.43637322448194027,0.00013168315308575984,0.0001561315266371821,0.0003,1484,-1.03772412,1281,344,297.77,441504,441616
2.6546620875597,0.01,0.46226343512535095,0.00013262684478831943,0.00017762189054337796,0.0003,1488,-1.0336356000000002,1284,344,297.77,442800,442912
-1.6875810623168945,0.01,0.45316796004772186,0.00013578732432506513,0.0001891031756713346,0.0003,1492,-1.01412937,1291,344,297.77,445216,445328
1.8051245734095573,0.01,0.43701200745999813,0.00013629365002998384,0.00016276858332275879,0.0003,1496,-1.0043700600000003,1295,344,297.77,446288,446400
0.39048931933939457,0.01,0.4600954297930002,0.00013667541952600004,0.00015739139962533955,0.0003,1500,-1.0032411200000002,1295,344,297.77,446304,446416
-0.9550283849239349,0.01,0.4537710454314947,0.0001341420975222718,0.0001967251205314824,0.0003,1504,-1.0062420400000003,1298,344,297.77,447600,447712
0.8672243766486645,0.01,0.44529594853520393,0.00013415722423815168,0.00014142841610009782,0.0003,1508,-0.9914883500000002,1305,344,297.77,450016,450128
-0.7210670448839664,0.02,0.4301353804767132,0.00012926927229273133,0.00014719922182848677,0.0003,1512,-0.9917297400000001,1308,344,296.24,450944,451056
1.4953640066087246,0.02,0.44316243194043636,0.00013189544188207947,0.0001648929310249514,0.0003,1516,-0.97719935,1309,344,296.24,451088,451200
0.16102873906493187,0.02,0.4519155751913786,0.00013983616827317746,0.00021841126363142394,0.0003,1520,-0.9731681299999999,1312,344,296.24,452336,452448
-0.23208425287157297,0.02,0.4387625474482775,0.00012633173446374713,0.0002276296058880689,0.0003,1524,-0.96721287,1319,344,296.24,454816,454928
-0.23700817301869392,0.03,0.44441565312445164,0.00013998477425047895,0.00015189212490440696,0.0003,1528,-0.9196227900000001,1322,344,293.25,455584,455696
-2.036195818334818,0.03,0.4390105176717043,0.00013403772663878044,0.00015228487927743117,0.0003,1532,-0.9274165500000001,1322,344,293.25,455888,456000
0.25583719462156296,0.03,0.4451298750936985,0.00013466753443935886,0.00022964651589063578,0.0003,1536,-0.91831935,1325,344,293.25,456960,457072
0.2770711909979582,0.03,0.4425309803336859,0.00013016276898270007,0.00019245849580329377,0.0003,1540,-0.92800707,1330,344,293.25,458480,458592
-0.562068909406662,0.03,0.4280320554971695,0.00013727309760724893,0.00016460164579257253,0.0003,1544,-0.9199022199999999,1335,344,293.25,460384,460496
1.0399695113301277,0.03,0.44117833860218525,0.00013581467010226334,0.0001916708115459187,0.0003,1548,-0.91842382,1336,344,293.25,460688,460800
0.4573683738708496,0.03,0.42503560706973076,0.00012734612118947553,0.00017425292480766075,0.0003,1552,-0.9221606800000001,1339,344,293.25,461760,461872
-1.3411952890455723,0.03,0.43549829348921776,0.00013557414149545366,0.0001704141468508169,0.0003,1556,-0.9374174900000001,1344,344,293.25,463280,463392
1.2674002163112164,0.03,0.4209839068353176,0.00013712507552554598,0.00023319506726693362,0.0003,1560,-0.9426397799999999,1349,344,293.25,465184,465296
-0.904552910476923,0.03,0.42714162170886993,0.0001382954178552609,0.00015731148414488416,0.0003,1564,-0.9347161900000002,1350,344,293.25,465488,465600
-1.6025661528110504,0.03,0.4218122772872448,0.0001280885035157553,0.00015965863485689624,0.0003,1568,-0.93658711,1353,344,293.25,466560,466672
1.4889913871884346,0.02,0.4556910917162895,0.00013461454091157066,0.00017557799537826213,0.0003,1572,-0.95381575,1358,344,295.48,468080,468192
0.49876023083925247,0.02,0.42805933207273483,0.0001291518847210682,0.00020348352882137988,0.0003,1576,-0.96228177,1363,344,295.48,469984,470096
2.5949357077479362,0.02,0.43670766055583954,0.00013380753443925641,0.00019322527305121184,0.0003,1580,-0.96203828,1364,344,295.48,470288,470400
0.7934190556406975,0.02,0.42975496500730515,0.00013713393946090946,0.00017298336933890823,0.0003,1584,-0.9629653499999999,1367,344,295.48,471360,471472
-3.076288916170597,0.02,0.42521476186811924,0.00013016220600547967,0.00023355247594736284,0.0003,1588,-0.9665765999999999,1371,344,295.48,472880,472992
-1.7302881814539433,0.02,0.43444876559078693,0.00013599539397546323,0.0001894577949315135,0.0003,1592,-0.97631436,1377,344,295.48,474784,474896
1.5485769510269165,0.02,0.44646742567420006,0.0001302521004618029,0.00024259505244117463,0.0003,1596,-0.9911928099999997,1378,344,295.48,475088,475200
-1.0740134119987488,0.03,0.42645506002008915,0.00013048404071014374,0.000208550552088127,0.0003,1600,-0.98323283,1378,344,292.49,475104,475216
-1.9024723917245865,0.03,0.43054358661174774,0.00013652414600073826,0.00018026579436991597,0.0003,1604,-0.98887558,1382,344,292.49,476608,476720
-0.8007558528333902,0.03,0.4346659481525421,0.00013330630645214114,0.00021118595941516105,0.0003,1608,-0.9835702399999999,1390,344,292.49,479312,479424
-0.41845935210585594,0.02,0.4099452141672373,0.0001306139583903132,0.0001784340229278314,0.0003,1612,-0.9935174500000001,1392,344,294.02,479888,480000
-0.08647308312356472,0.02,0.4290233179926872,0.00013059722732577939,0.00017092444613808766,0.0003,1616,-0.9919124600000001,1392,344,294.02,479904,480016
-0.4822845123708248,0.02,0.42505004070699215,0.00013790954199066618,0.0001811498755159846,0.0003,1620,-0.99241271,1396,344,294.02,481408,481520
-2.3069267198443413,0.02,0.41696391999721527,0.00013410288192972075,0.00018149284551327582,0.0003,1624,-0.99955359,1404,344,294.02,484112,484224
-1.982013376429677,0.01,0.41566543467342854,0.00013091191704006633,0.00013916477291786578,0.0003,1628,-1.0021865499999998,1406,344,297.01,484688,484800
-1.1959449388086796,0.01,0.4152942784130573,0.0001304953102589934,0.00014049403125682147,0.0003,1632,-1.00104202,1406,344,297.01,484704,484816
2.9504988081753254,0.01,0.4234570264816284,0.00013000184208067367,0.00019554575010261033,0.0003,1636,-1.0110288,1410,344,297.01,486208,486320
-1.7669672258198261,0.02,0.4423208273947239,0.00012732357208733447,0.0002297134424225078,0.0003,1640,-0.99276444,1418,344,295.87,488784,488896
-0.2382083162665367,0.02,0.4141931366175413,0.00012730370690405834,0.00016927141768974252,0.0003,1644,-0.9988915100000001,1420,344,295.87,489488,489600
0.33342695236206055,0.02,0.4306234549731016,0.00012720460108539555,0.0001639733973206603,0.0003,1648,-0.9966634999999999,1420,344,295.87,489504,489616
-0.23444516211748123,0.03,0.4205863270908594,0.00012147554980401765,0.0001747540095493605,0.0003,1652,-0.99492813,1423,344,293.37,490800,490912
0.41387416422367096,0.03,0.42246012575924397,0.0001264088195966906,0.0001765892620824161,0.0003,1656,-0.9813952,1430,344,293.37,493216,493328
0.5280838087201118,0.03,0.4171056915074587,0.00012535388032119954,0.00022525882923218887,0.0003,1660,-0.9804273600000002,1433,344,293.37,494288,494400
-1.587875647470355,0.03,0.4037063643336296,0.00012542722834041342,0.0001791288250387879,0.0003,1664,-0.9691347900000001,1433,344,293.37,494304,494416
-3.114465821534395,0.03,0.4293989632278681,0.0001314889204877545,0.00017196036242239643,0.0003,1668,-0.9652005200000002,1437,344,293.37,495600,495712
-1.1554818879812956,0.03,0.43593947030603886,0.00012709837483271258,0.0001830319042710471,0.0003,1672,-0.9659517500000001,1444,344,293.37,498016,498128
-0.08491172455251217,0.03,0.4178636912256479,0.00012536803114926443,0.0001871667886916839,0.0003,1676,-0.95555489,1447,344,293.37,499088,499200
-0.9360387455672026,0.03,0.4162381086498499,0.00012534649522422114,0.0001883264053503808,0.0003,1680,-0.9490166800000001,1447,344,293.37,499104,499216
-1.0189004614949226,0.03,0.4210963826626539,0.00012248364055267302,0.00015783789922352298,0.0003,1684,-0.9433394799999999,1451,344,293.37,500400,500512
2.309234442189336,0.03,0.4208891335874796,0.0001258626443814137,0.00015897289222266409,0.0003,1688,-0.9342875199999999,1458,344,293.37,502816,502928
-1.3666464015841484,0.03,0.40053562447428703,0.00012885197156720096,0.00014686854319734266,0.0003,1692,-0.9007843499999999,1461,344,293.37,503888,504000
-2.360081449151039,0.03,0.41890934482216835,0.00012851057454099646,0.0001720754303278227,0.0003,1696,-0.90071842,1461,344,293.37,503904,504016
0.27664247900247574,0.02,0.40673106350004673,0.00012152011959187803,0.00015819551208551275,0.0003,1700,-0.90310432,1465,344,296.36,505200,505312
-0.9383292719721794,0.02,0.4112404156476259,0.00012188428581794142,0.00017487371724200784,0.0003,1704,-0.8915633499999999,1472,344,296.36,507616,507728
0.37285277619957924,0.02,0.4219278134405613,0.00012581297778524458,0.00013618608682008926,0.0003,1708,-0.8953712499999998,1475,344,296.36,508688,508800
0.9360615871846676,0.02,0.426986176520586,0.00012599791079992428,0.00014084750046094996,0.0003,1712,-0.8924735099999999,1475,344,296.36,508704,508816
-0.1267901435494423,0.02,0.4120349921286106,0.00012988969501748215,0.0001792672201190726,0.0003,1716,-0.8849072300000002,1479,344,296.36,510000,510112
0.8809225969016552,0.02,0.40642295219004154,0.00012530623371276306,0.00017925997508427827,0.0003,1720,-0.88048248,1486,344,296.36,512416,512528
-0.9562421105802059,0.02,0.4139708299189806,0.00012429404523572885,0.0001712968942229054,0.0003,1724,-0.87849791,1489,344,296.36,513488,513600
-1.2783256620168686,0.02,0.4107943922281265,0.00012410994804668007,0.00014645565579485265,0.0003,1728,-0.8938032800000001,1489,344,296.36,513504,513616
2.5577443800866604,0.02,0.41174712777137756,0.00012399629122228362,0.00015591262990710675,0.0003,1732,-0.8806066899999999,1493,344,296.36,514800,514912
-0.7092856578528881,0.03,0.4163728319108486,0.00013073074023850495,0.00016262444978565327,0.0003,1736,-0.8474637899999999,1496,344,294.86,516080,516192
-0.6236611008644104,0.02,0.4155269470065832,0.00012386887738102814,0.0001697797351880581,0.0003,1740,-0.8626845600000002,1503,344,296.0,518288,518400
0.5399450771510601,0.02,0.4209472257643938,0.0001238285922227078,0.00017095229395636125,0.0003,1744,-0.8696335200000002,1503,344,296.0,518304,518416
1.046457402408123,0.02,0.39526539854705334,0.00012986286583327455,0.00018697882296692114,0.0003,1748,-0.87407031,1507,344,296.0,519600,519712
1.2753321304917336,0.01,0.40905386954545975,0.0001287672903345083,0.00014482905953627778,0.0003,1752,-0.8657732699999999,1510,344,298.5,520880,520992
0.8781299237161875,0.01,0.3993395362049341,0.00013361437140702037,0.00018902849114965647,0.0003,1756,-0.8630689699999999,1517,344,298.5,523088,523200
-1.3174644224345684,0.01,0.39745892211794853,0.00013360076809476595,0.0002111564426741097,0.0003,1760,-0.8511018,1517,344,298.5,523104,523216
1.2488817628473043,0.01,0.4091023150831461,0.00012475169205572456,0.00020917858910252107,0.0003,1764,-0.8546527899999999,1521,344,298.5,524400,524512
