rollout/success_rate,rollout/ep_len_mean,time/time_elapsed,time/fps,train/n_updates,train/actor_loss,time/episodes,time/total_timesteps,train/ent_coef_loss,train/critic_loss,train/learning_rate,rollout/ep_rew_mean,train/ent_coef
0.0,100.0,325,933,18966,-2.8859939575195312,3036,303568,1.887326717376709,0.00013153738109394908,0.001,-21.38568902,0.0004761124437209219
0.0,100.0,325,933,18993,-2.8885741233825684,3040,304000,0.6183418035507202,0.00015429590712301433,0.001,-21.345160299999993,0.00047741029993630946
0.0,100.0,326,933,19042,-2.8661627769470215,3044,304784,8.589115142822266,0.0002320401690667495,0.001,-21.269506999999997,0.0004884626832790673
0.0,100.0,326,933,19055,-2.8695554733276367,3048,304992,-0.921962320804596,0.0014775866875424981,0.001,-21.245860330000006,0.0005004638805985451
0.0,100.0,327,933,19066,-2.9074888229370117,3052,305168,-1.9096219539642334,0.0009590970003046095,0.001,-21.220149229999997,0.0005040299147367477
0.0,100.0,327,932,19093,-2.888181686401367,3056,305600,-0.023714423179626465,0.00015776316286064684,0.001,-21.327703449999994,0.000498944369610399
0.0,100.0,328,932,19142,-2.9002761840820312,3060,306384,1.6533398628234863,0.0013577297795563936,0.001,-21.343964939999996,0.000491608283482492
0.0,100.0,328,933,19155,-2.7874064445495605,3064,306592,1.2763820886611938,0.0012290155282244086,0.001,-21.26358909,0.0004917630576528609
0.0,100.0,328,933,19166,-2.723629951477051,3068,306768,2.9018216133117676,0.0003143448266200721,0.001,-21.22251353,0.0004918765625916421
0.0,100.0,329,933,19193,-2.8936760425567627,3072,307200,-2.7494306564331055,0.00013245116861071438,0.001,-21.060804890000004,0.0004935413016937673
0.0,100.0,330,932,19242,-2.7748355865478516,3076,307984,0.1427590250968933,0.0001874898880487308,0.001,-21.0744401,0.0004898063489235938
0.0,100.0,330,932,19255,-2.8589491844177246,3080,308192,-5.672537326812744,0.00020523558487184346,0.001,-21.061275339999998,0.0004912464646622539
0.0,100.0,330,932,19266,-2.7977242469787598,3084,308368,0.7157094478607178,0.00012902039452455938,0.001,-21.092135480000003,0.000485605705762282
0.0,100.0,331,932,19293,-2.796543836593628,3088,308800,-1.6742905378341675,0.000897486403118819,0.001,-21.11089376,0.0004784154880326241
0.0,100.0,331,932,19342,-2.78029465675354,3092,309584,-3.8243227005004883,0.00010825624485732988,0.001,-21.053654359999996,0.0004658097168430686
0.0,100.0,332,932,19355,-2.7690682411193848,3096,309792,-1.9040029048919678,8.995171810965985e-05,0.001,-21.015410380000002,0.00046209260472096503
0.0,100.0,332,932,19366,-2.7809247970581055,3100,309968,-1.9926432371139526,6.84328842908144e-05,0.001,-21.04232462,0.00045862802653573453
0.0,100.0,332,932,19393,-2.789783239364624,3104,310400,1.0567234754562378,0.0007927604019641876,0.001,-21.060884220000002,0.00045134307583794
0.0,100.0,333,932,19442,-2.7565808296203613,3108,311184,3.25986909866333,0.00042040389962494373,0.001,-21.02162488,0.00045541778672486544
0.0,100.0,333,932,19455,-2.8425869941711426,3112,311392,0.7376137375831604,0.00020071174367330968,0.001,-20.907367680000004,0.0004593601042870432
0.0,100.0,333,932,19466,-2.763625144958496,3116,311568,-2.806823492050171,0.00011080673721153289,0.001,-20.97627101,0.0004618703678715974
0.0,100.0,334,932,19493,-2.7376739978790283,3120,312000,-1.794670581817627,9.65828076004982e-05,0.001,-21.01542579,0.00046120263868942857
0.0,100.0,335,933,19542,-2.759761333465576,3124,312784,-0.9628207087516785,0.00018185394583269954,0.001,-20.98900029,0.0004615520010702312
0.0,100.0,335,933,19555,-2.780917167663574,3128,312992,-4.548678874969482,0.00011688616359606385,0.001,-20.884683609999996,0.0004607962036971003
0.0,100.0,335,932,19566,-2.6839258670806885,3132,313168,-0.9304734468460083,9.582434722688049e-05,0.001,-20.936842,0.0004567957657855004
0.0,100.0,336,932,19593,-2.7142701148986816,3136,313600,2.3606081008911133,0.0003590025589801371,0.001,-21.052370269999997,0.00045960157876834273
0.0,100.0,337,932,19642,-2.6716408729553223,3140,314384,-1.8679728507995605,9.207811672240496e-05,0.001,-20.9665163,0.0004662256978917867
0.0,100.0,337,932,19655,-2.683366060256958,3144,314592,-1.539534091949463,9.19535814318806e-05,0.001,-21.026338300000003,0.0004660145496018231
0.0,100.0,337,932,19666,-2.699420928955078,3148,314768,-1.1597154140472412,0.0005099668633192778,0.001,-20.930954819999997,0.00046349107287824154
0.0,100.0,337,932,19693,-2.719407558441162,3152,315200,5.856060981750488,0.03187239170074463,0.001,-20.87869838,0.0004663886793423444
0.0,100.0,338,932,19742,-2.715942859649658,3156,315984,-0.60601806640625,0.00015563698252663016,0.001,-20.77362107,0.000486265606014058
0.0,100.0,338,932,19755,-2.716926336288452,3160,316192,2.07124924659729,0.00011738199827959761,0.001,-20.70581039,0.00048378121573477983
0.0,100.0,339,932,19766,-2.7429399490356445,3164,316368,4.862617492675781,0.00012793175119441003,0.001,-20.761986500000003,0.0004824791685678065
0.0,100.0,339,932,19793,-2.6565675735473633,3168,316800,-3.5612242221832275,0.00020807937835343182,0.001,-20.75700768,0.00047428111429326236
0.0,100.0,340,933,19842,-2.616929054260254,3172,317584,-2.311267375946045,0.0002472798805683851,0.001,-20.788387979999996,0.0004802687035407871
0.0,100.0,340,933,19855,-2.669127941131592,3176,317792,-2.7203335762023926,0.00020242702157702297,0.001,-20.753634209999994,0.0004793345578946173
0.0,100.0,340,932,19866,-2.6517863273620605,3180,317968,1.7050495147705078,0.00037884630728513,0.001,-20.78071874,0.0004752999229822308
0.0,100.0,341,932,19893,-2.6596436500549316,3184,318400,2.3721182346343994,0.00032253144308924675,0.001,-20.684929529999998,0.0004692469083238393
0.0,100.0,342,932,19942,-2.637463092803955,3188,319184,-5.096550941467285,0.0005108916666358709,0.001,-20.66482427,0.0004644273140002042
0.0,100.0,342,932,19955,-2.5395731925964355,3192,319392,3.952815532684326,0.0003901095478795469,0.001,-20.638205259999996,0.00045954875531606376
0.0,100.0,342,932,19966,-2.6377429962158203,3196,319568,4.973786354064941,0.0002407773572485894,0.001,-20.67699427,0.0004611107287928462
0.0,100.0,343,932,19993,-2.6611170768737793,3200,320000,1.4330555200576782,0.0002716099552344531,0.001,-20.66037627,0.00047480358625762165
0.0,100.0,343,932,20042,-2.650101900100708,3204,320784,-2.5429327487945557,0.0010838398011401296,0.001,-20.646765249999998,0.0004760123265441507
0.0,100.0,344,932,20055,-2.6375045776367188,3208,320992,-2.0857815742492676,0.0002647280925884843,0.001,-20.64951139,0.000471884966827929
0.0,100.0,344,932,20066,-2.589928388595581,3212,321168,4.074093341827393,0.0003462094464339316,0.001,-20.71178335,0.00046990698319859803
0.0,100.0,344,932,20093,-2.663696527481079,3216,321600,-2.352693557739258,0.00014433759497478604,0.001,-20.595607840000003,0.00047236899263225496
0.0,100.0,345,932,20142,-2.5975537300109863,3220,322384,-2.420478105545044,9.506524656899273e-05,0.001,-20.44072573,0.0004791179671883583
0.0,100.0,345,932,20155,-2.6276426315307617,3224,322592,-1.0628033876419067,9.290104208048433e-05,0.001,-20.472100949999998,0.0004752108361572027
0.0,100.0,346,932,20166,-2.6361641883850098,3228,322768,-2.1276607513427734,0.00010233756620436907,0.001,-20.55305207,0.0004728616331703961
0.0,100.0,346,932,20193,-2.6187517642974854,3232,323200,0.14097967743873596,0.0009732462931424379,0.001,-20.5788293,0.0004699814016930759
0.0,100.0,347,932,20242,-2.5679287910461426,3236,323984,-1.4513380527496338,0.000588258495554328,0.001,-20.591980270000004,0.0004720803117379546
0.0,100.0,347,932,20255,-2.5531487464904785,3240,324192,2.625607490539551,0.00045879808021709323,0.001,-20.598704789999996,0.00047070987056940794
0.0,100.0,347,932,20266,-2.4976375102996826,3244,324368,-2.5320703983306885,0.0009140343172475696,0.001,-20.56972781,0.0004714066453743726
0.0,100.0,348,932,20293,-2.6737935543060303,3248,324800,-0.2890205979347229,0.0003427451883908361,0.001,-20.549145539999998,0.0004673174407798797
0.0,100.0,349,932,20342,-2.571326732635498,3252,325584,0.5130801200866699,0.00020864341058768332,0.001,-20.529365070000004,0.00045129575300961733
0.0,100.0,349,932,20355,-2.5651211738586426,3256,325792,-2.9906272888183594,0.0001426500966772437,0.001,-20.5301214,0.000450014544185251
0.0,100.0,349,932,20366,-2.542325973510742,3260,325968,-3.4034175872802734,0.00010161670797970146,0.001,-20.503534799999997,0.0004469210689421743
0.0,100.0,349,932,20393,-2.450002431869507,3264,326400,4.281548500061035,0.0001209077236126177,0.001,-20.47040997,0.00044391193659976125
0.0,100.0,350,932,20442,-2.5503296852111816,3268,327184,-1.2584598064422607,0.00012110628449590877,0.001,-20.42954685,0.00045200533349998295
0.0,100.0,350,933,20455,-2.502169132232666,3272,327392,-0.8349884748458862,8.552675717510283e-05,0.001,-20.334363019999998,0.00044940446969121695
0.0,100.0,351,933,20466,-2.4635348320007324,3276,327568,2.1221485137939453,8.583992894273251e-05,0.001,-20.28686021,0.0004467148391995579
0.0,100.0,351,933,20493,-2.5971946716308594,3280,328000,0.09333011507987976,0.0011174172395840287,0.001,-20.105972389999998,0.00044439779594540596
0.0,100.0,352,932,20542,-2.524120330810547,3284,328784,-2.35145902633667,0.00011590398207772523,0.001,-20.051915450000003,0.0004395365249365568
0.01,99.96,352,932,20553,-2.5131356716156006,3288,328960,1.282034993171692,0.00010032012505689636,0.001,-20.038273150000002,0.00043722669943235815
0.01,99.96,352,932,20566,-2.464200019836426,3292,329168,-2.6152520179748535,9.251302253687754e-05,0.001,-20.00643997,0.0004361744795460254
0.01,99.96,353,932,20593,-2.5302066802978516,3296,329600,1.707695722579956,0.0003721239627338946,0.001,-19.94974489,0.00043540081242099404
0.01,99.96,354,932,20642,-2.4696173667907715,3300,330384,4.999421119689941,0.00021406193263828754,0.001,-19.91027269,0.0004439424374140799
0.01,99.96,354,932,20653,-2.4903693199157715,3304,330560,-3.823657989501953,0.00014090532204136252,0.001,-19.84136238,0.0004507881822064519
0.01,99.96,354,932,20666,-2.436119794845581,3308,330768,-2.438323497772217,0.00010735758405644447,0.001,-19.849971949999997,0.00044947091373614967
0.01,99.96,354,933,20693,-2.449406147003174,3312,331200,1.1580448150634766,9.998596215154976e-05,0.001,-19.75109766,0.0004456155584193766
0.02,99.76,355,933,20736,-2.4797136783599854,3316,331888,7.864516735076904,0.0011637620627880096,0.001,-19.725269119999997,0.00044534599874168634
0.02,99.76,355,933,20751,-2.4085187911987305,3320,332128,-1.6223210096359253,0.0005362303927540779,0.001,-19.688113819999998,0.00045682277414016426
0.02,99.76,356,932,20766,-2.474459648132324,3324,332368,-5.770358562469482,0.00028203189140185714,0.001,-19.61541504,0.00045646788203157485
0.02,99.76,356,932,20793,-2.354088544845581,3328,332800,-0.308493435382843,0.0003338581300340593,0.001,-19.50569244,0.00044177917880006135
0.02,99.76,357,932,20836,-2.479379653930664,3332,333488,1.1771771907806396,0.0002114024682668969,0.001,-19.48758736,0.00043098352034576237
0.02,99.76,357,932,20851,-2.439119577407837,3336,333728,-1.507524847984314,0.00013557152124121785,0.001,-19.32561591,0.0004323007888160646
0.02,99.76,358,932,20866,-2.44177508354187,3340,333968,2.1337785720825195,0.00036499358247965574,0.001,-19.235347169999997,0.0004309976939111948
0.02,99.76,358,932,20893,-2.4264976978302,3344,334400,-2.1741161346435547,0.0004116003692615777,0.001,-19.08160922,0.0004306201299186796
0.03,99.58,359,932,20936,-2.4859161376953125,3348,335088,-4.375725746154785,0.0001250706845894456,0.001,-19.00565421,0.00043443439062684774
0.03,99.58,359,932,20951,-2.40169095993042,3352,335328,-3.658080577850342,8.892691403161734e-05,0.001,-18.97214997,0.0004301868611946702
0.03,99.58,360,932,20966,-2.400951623916626,3356,335568,0.0994785726070404,0.0004341706517152488,0.001,-18.8738133,0.00042710016714408994
0.03,99.58,360,931,20993,-2.3476123809814453,3360,336000,3.5171101093292236,0.00012108350347261876,0.001,-18.862759219999997,0.00042662836494855583
0.03,99.58,361,931,21036,-2.447883129119873,3364,336688,-1.8193490505218506,7.527948764618486e-05,0.001,-18.7492519,0.00042103053419850767
0.03,99.58,361,931,21051,-2.332489490509033,3368,336928,5.206676483154297,0.0006268640281632543,0.001,-18.7136319,0.00041840970516204834
0.03,99.58,361,931,21066,-2.3832626342773438,3372,337168,-0.6786303520202637,0.00033431482734158635,0.001,-18.66176459,0.00042154017137363553
0.03,99.58,362,931,21093,-2.348592758178711,3376,337600,5.125775337219238,0.00038554155617021024,0.001,-18.58423225,0.00042207821388728917
0.03,99.58,363,931,21136,-2.354353427886963,3380,338288,-2.5287187099456787,0.00013084638339933008,0.001,-18.539958929999997,0.0004327916831243783
0.03,99.58,363,931,21151,-2.3680148124694824,3384,338528,0.01373705267906189,0.00010127985297003761,0.001,-18.63222664,0.0004347346839495003
0.02,99.62,363,931,21166,-2.3851120471954346,3388,338768,-2.579860210418701,0.0001410581753589213,0.001,-18.578767609999996,0.0004354085249360651
0.02,99.62,364,931,21193,-2.3814284801483154,3392,339200,1.561497449874878,8.288482786156237e-05,0.001,-18.46605314,0.0004324644978623837
0.02,99.62,364,931,21236,-2.3386282920837402,3396,339888,-1.2166173458099365,0.00033335020998492837,0.001,-18.50421707,0.00042690447298809886
0.02,99.62,365,931,21251,-2.249660015106201,3400,340128,12.157135009765625,0.0003019087016582489,0.001,-18.527354990000003,0.00042689431575126946
0.02,99.62,365,931,21266,-2.344709873199463,3404,340368,1.3086178302764893,0.00023674241674598306,0.001,-18.548983989999996,0.0004428816318977624
0.02,99.62,365,931,21293,-2.355924606323242,3408,340800,-0.9988787174224854,0.00028434477280825377,0.001,-18.41617698,0.00045167142525315285
0.02,99.62,366,931,21336,-2.19901180267334,3412,341488,0.27988922595977783,9.207132097799331e-05,0.001,-18.3049549,0.00044148057349957526
0.01,99.82,366,931,21351,-2.3290271759033203,3416,341728,-1.900780200958252,0.0001046125908032991,0.001,-18.302250689999997,0.0004392476112116128
0.01,99.82,367,931,21366,-2.279005289077759,3420,341968,-2.1964242458343506,0.00010842594201676548,0.001,-18.32833915,0.00043693010229617357
0.01,99.82,367,931,21393,-2.3836121559143066,3424,342400,-1.4520683288574219,0.0001492423180025071,0.001,-18.307312829999997,0.0004334389232099056
0.01,99.82,368,931,21436,-2.3068277835845947,3428,343088,2.6131362915039062,0.0005820164224132895,0.001,-18.28080594,0.0004268967604730278
0.01,99.82,368,931,21451,-2.301635265350342,3432,343328,2.340831995010376,0.00012914402759633958,0.001,-18.23165686,0.00042905056034214795
0.01,99.82,368,931,21466,-2.270141124725342,3436,343568,0.9071948528289795,0.00014230332453735173,0.001,-18.230339030000003,0.00043260102393105626
0.01,99.82,369,931,21493,-2.3451972007751465,3440,344000,3.5937716960906982,0.0003243906539864838,0.001,-18.26588437,0.0004399278259370476
0.01,99.82,370,931,21536,-2.276963233947754,3444,344688,-2.004666328430176,0.0011054750066250563,0.001,-18.32429996,0.0004404040228109807
0.0,100.0,370,931,21551,-2.340723991394043,3448,344928,0.9031909704208374,0.00036842538975179195,0.001,-18.29602754,0.00043737119995057583
0.0,100.0,370,931,21566,-2.3013296127319336,3452,345168,-2.9064955711364746,0.00014675309648737311,0.001,-18.2808643,0.0004350940871518105
0.0,100.0,371,931,21593,-2.317991018295288,3456,345600,1.4637562036514282,0.03244134783744812,0.001,-18.24389093,0.0004284174065105617
0.0,100.0,371,931,21636,-2.182077407836914,3460,346288,3.2934653759002686,0.00012106595386285335,0.001,-18.196293830000002,0.00043804661254398525
0.0,100.0,372,931,21651,-2.274444103240967,3464,346528,-0.8106256127357483,5.90273120906204e-05,0.001,-18.27847602,0.00043847126653417945
0.0,100.0,372,931,21666,-2.284207820892334,3468,346768,-1.2779297828674316,8.749881817493588e-05,0.001,-18.30928323,0.0004378615994937718
0.0,100.0,372,930,21693,-2.30415678024292,3472,347200,-1.630429983139038,0.0003775091317947954,0.001,-18.29167394,0.0004314523539505899
0.0,100.0,373,930,21736,-2.2910685539245605,3476,347888,2.1757431030273438,0.0008046398870646954,0.001,-18.3462899,0.00043820723658427596
0.0,100.0,374,930,21751,-2.1849286556243896,3480,348128,3.9368090629577637,0.0003894132678397,0.001,-18.357875489999998,0.00043936618021689355
0.0,100.0,374,930,21766,-2.278958320617676,3484,348368,-4.697188377380371,0.0002971589274238795,0.001,-18.23626151,0.0004423993232194334
0.0,100.0,374,930,21793,-2.1398568153381348,3488,348800,-0.4833466410636902,0.0002002962864935398,0.001,-18.218879949999998,0.00043811576324515045
0.0,100.0,375,930,21836,-2.116030216217041,3492,349488,-1.7141565084457397,0.0004299201536923647,0.001,-18.21121904,0.0004353719705250114
0.0,100.0,375,930,21851,-2.2539052963256836,3496,349728,-3.966782808303833,0.00020072911866009235,0.001,-18.201442750000002,0.0004325311165302992
0.0,100.0,376,930,21866,-2.1537442207336426,3500,349968,0.30616962909698486,7.797787839081138e-05,0.001,-18.080773689999997,0.00042692283750511706
0.0,100.0,376,930,21893,-2.22646164894104,3504,350400,-1.101050615310669,5.937587775406428e-05,0.001,-18.097888400000002,0.0004220389819238335
0.0,100.0,377,930,21936,-2.118873119354248,3508,351088,2.0122616291046143,6.0430378653109074e-05,0.001,-18.06622634,0.0004137260257266462
0.0,100.0,377,930,21951,-2.261284351348877,3512,351328,1.0209494829177856,5.9349760704208165e-05,0.001,-18.04827447,0.0004132768663112074
0.0,100.0,377,930,21966,-2.1202309131622314,3516,351568,-2.4996745586395264,5.159070497029461e-05,0.001,-17.9817484,0.00041224886081181467
0.0,100.0,378,930,21993,-2.217156410217285,3520,352000,0.14213421940803528,9.320578828919679e-05,0.001,-17.965756579999997,0.00041032498120330274
0.0,100.0,379,930,22036,-2.15655779838562,3524,352688,-0.450947642326355,0.00019959532073698938,0.001,-17.881040619999997,0.0004316649283282459
0.0,100.0,379,930,22051,-2.196004867553711,3528,352928,-3.556389570236206,0.0002178589638788253,0.001,-17.84808891,0.00043287916923873127
0.0,100.0,379,930,22066,-2.120819091796875,3532,353168,-3.3690948486328125,6.233162275748327e-05,0.001,-17.82113279,0.0004303448658902198
0.0,100.0,379,930,22093,-2.147716522216797,3536,353600,0.7703849673271179,0.00013088149717077613,0.001,-17.92214328,0.0004250266938470304
0.0,100.0,380,930,22136,-2.1728157997131348,3540,354288,-0.45621949434280396,8.613277168478817e-05,0.001,-17.87805745,0.00042326407856307924
0.0,100.0,380,930,22151,-2.109631061553955,3544,354528,-1.4875853061676025,6.389310146914795e-05,0.001,-17.954341469999996,0.00042205306817777455
0.0,100.0,381,930,22166,-2.0904293060302734,3548,354768,-1.9698541164398193,8.080286352196708e-05,0.001,-17.890838779999996,0.0004199502000119537
0.0,100.0,381,930,22193,-2.053744077682495,3552,355200,0.30562329292297363,0.0004940071376040578,0.001,-17.758780899999998,0.0004181721596978605
0.0,100.0,382,930,22236,-2.1080751419067383,3556,355888,-0.0006906986236572266,5.3772746468894184e-05,0.001,-17.756206589999998,0.00041541698738001287
0.0,100.0,382,930,22251,-2.1193559169769287,3560,356128,-2.2325682640075684,0.00013759649300482124,0.001,-17.73197484,0.0004119219083804637
0.0,100.0,382,930,22266,-2.05218505859375,3564,356368,0.6126308441162109,6.116656004451215e-05,0.001,-17.67637137,0.0004078769707120955
0.0,100.0,383,930,22293,-2.109635353088379,3568,356800,-1.7655422687530518,0.0001262322475668043,0.001,-17.50569535,0.0004027961113024503
0.01,99.9,384,930,22332,-2.126272678375244,3572,357424,2.8814539909362793,0.02775592729449272,0.001,-17.58280747,0.00040042836917564273
0.01,99.9,384,930,22351,-2.1140851974487305,3576,357728,-0.38709110021591187,0.0005853917682543397,0.001,-17.50687001,0.00040297687519341707
0.01,99.9,384,930,22366,-1.9865761995315552,3580,357968,1.4820375442504883,0.00020925968419760466,0.001,-17.54150347,0.0004064844688400626
0.01,99.9,385,930,22393,-2.1618950366973877,3584,358400,0.23472651839256287,0.00013728998601436615,0.001,-17.583964979999998,0.00040942535270005465
0.01,99.9,385,930,22432,-2.0778520107269287,3588,359024,0.1101040244102478,0.0006597033934667706,0.001,-17.57115407,0.0004108261491637677
0.01,99.9,386,930,22451,-2.0973691940307617,3592,359328,9.15986442565918,0.00024625007063150406,0.001,-17.71010891,0.0004223717551212758
0.01,99.9,386,930,22466,-2.0168960094451904,3596,359568,-2.0040488243103027,0.00029496950446628034,0.001,-17.643731929999998,0.000432428001658991
0.01,99.9,386,930,22493,-2.027970552444458,3600,360000,-2.2740366458892822,0.00012063376925652847,0.001,-17.64351043,0.0004245759919285774
0.01,99.9,387,930,22532,-1.9476946592330933,3604,360624,2.1324281692504883,6.120082980487496e-05,0.001,-17.54122559,0.00041513441829010844
0.01,99.9,387,930,22551,-2.1272058486938477,3608,360928,-4.6717448234558105,5.558182601816952e-05,0.001,-17.62079792,0.0004116866330150515
0.01,99.9,387,930,22566,-2.0384361743927,3612,361168,-1.6045117378234863,0.00014517101226374507,0.001,-17.819763070000004,0.0004077167541254312
0.01,99.9,388,930,22593,-2.044926643371582,3616,361600,-0.5836915969848633,5.338998744264245e-05,0.001,-17.827065100000002,0.00040419024298898876
0.01,99.9,389,930,22632,-1.9689011573791504,3620,362224,-1.0375676155090332,0.00010669243783922866,0.001,-17.786432100000003,0.00040508207166567445
0.01,99.9,389,930,22651,-1.9488916397094727,3624,362528,-2.2900519371032715,0.0004041665233671665,0.001,-17.80774807,0.0004067659901920706
0.01,99.9,389,930,22666,-1.9838151931762695,3628,362768,4.009738922119141,0.0003600328927859664,0.001,-17.74117466,0.00040664439438842237
0.01,99.9,390,930,22693,-1.995664358139038,3632,363200,-0.8515040874481201,6.693537579849362e-05,0.001,-17.73944374,0.00040990335401147604
0.01,99.9,391,930,22732,-2.0175957679748535,3636,363824,-1.3840763568878174,8.311583223985508e-05,0.001,-17.62915256,0.00040271066245622933
0.01,99.9,391,930,22751,-2.0217835903167725,3640,364128,-3.653937816619873,5.277290620142594e-05,0.001,-17.642162289999998,0.0003997678868472576
0.01,99.9,391,930,22766,-2.0377910137176514,3644,364368,1.2265881299972534,0.00014660946908406913,0.001,-17.50542394,0.00039672423736192286
0.01,99.9,392,930,22793,-2.015122890472412,3648,364800,12.268085479736328,0.0005951157072558999,0.001,-17.65698623,0.0004116393392905593
0.01,99.9,392,930,22832,-2.0297913551330566,3652,365424,-0.5128254890441895,0.0003839853161480278,0.001,-17.69723599,0.0004245692980475724
0.01,99.9,393,930,22851,-2.0293819904327393,3656,365728,-3.0519325733184814,8.235940913436934e-05,0.001,-17.725934229999996,0.00042252603452652693
0.01,99.9,393,930,22866,-2.010397434234619,3660,365968,-2.6686606407165527,5.9581201639957726e-05,0.001,-17.811094000000004,0.0004186458245385438
0.01,99.9,393,930,22893,-2.0390875339508057,3664,366400,-2.0946176052093506,6.589011172764003e-05,0.001,-17.823488610000005,0.0004154758353251964
0.01,99.9,394,930,22932,-1.9639214277267456,3668,367024,0.19008636474609375,0.00027888029580935836,0.001,-17.921569580000003,0.0004104271065443754
0.0,100.0,394,930,22951,-1.9631388187408447,3672,367328,3.004520893096924,8.990500646177679e-05,0.001,-17.8353452,0.000409251224482432
0.0,100.0,395,930,22966,-1.9053480625152588,3676,367568,2.477465867996216,7.151048339437693e-05,0.001,-17.867069739999998,0.0004109186411369592
0.0,100.0,395,930,22993,-1.9112796783447266,3680,368000,-2.210214614868164,5.603807949228212e-05,0.001,-17.84261742,0.0004098917997907847
0.0,100.0,396,930,23032,-1.9475560188293457,3684,368624,-1.3457748889923096,5.572623194893822e-05,0.001,-17.861517380000002,0.00040368232293985784
0.0,100.0,396,930,23051,-1.9493298530578613,3688,368928,-2.560335159301758,0.0003429647767916322,0.001,-17.824928200000002,0.0004014820442534983
0.0,100.0,396,929,23066,-1.99005925655365,3692,369168,7.0537896156311035,0.0006852560327388346,0.001,-17.561282090000002,0.0004001802299171686
0.0,100.0,397,930,23093,-1.906312108039856,3696,369600,1.9885272979736328,0.0003181237552780658,0.001,-17.62219005,0.00042417229269631207
0.0,100.0,398,930,23132,-1.9076749086380005,3700,370224,2.5451552867889404,0.00021264315000735223,0.001,-17.51293021,0.00042509540799073875
0.0,100.0,398,930,23151,-1.9098100662231445,3704,370528,-4.417327880859375,0.0003064747725147754,0.001,-17.6144313,0.00042474872316233814
0.0,100.0,398,930,23166,-1.944131851196289,3708,370768,-4.945311069488525,0.00020090449834242463,0.001,-17.514685209999996,0.00042075919918715954
0.0,100.0,399,930,23193,-1.9658019542694092,3712,371200,0.8494037985801697,0.00016161674284376204,0.001,-17.283604880000002,0.0004133294860366732
0.0,100.0,399,930,23232,-1.871025562286377,3716,371824,-0.7794463634490967,0.0003172688011545688,0.001,-17.23569318,0.0004097192722838372
0.0,100.0,400,930,23251,-1.8927419185638428,3720,372128,-0.47525691986083984,4.2046012822538614e-05,0.001,-17.304926780000002,0.000407918996643275
0.0,100.0,400,930,23266,-1.9415290355682373,3724,372368,-0.6880066394805908,0.00021215499145910144,0.001,-17.294462640000003,0.00040649340371601284
0.0,100.0,400,929,23293,-1.8766427040100098,3728,372800,1.558183193206787,0.00033650262048467994,0.001,-17.362520949999997,0.00040652189636603
0.0,100.0,401,929,23332,-1.8466687202453613,3732,373424,0.8400331735610962,8.630967931821942e-05,0.001,-17.35565387,0.00040747964521870017
0.0,100.0,401,929,23351,-1.8400373458862305,3736,373728,0.3965471386909485,0.021419860422611237,0.001,-17.48193794,0.00040745202568359673
0.0,100.0,402,929,23366,-1.8548425436019897,3740,373968,2.757402181625366,0.0005041536642238498,0.001,-17.52554724,0.00040723237907513976
0.0,100.0,402,930,23393,-1.8454134464263916,3744,374400,-0.3610825538635254,0.00044305005576461554,0.001,-17.59295604,0.00040967745007947087
0.0,100.0,403,930,23432,-1.9025027751922607,3748,375024,1.8046759366989136,0.000236824867897667,0.001,-17.51957985,0.0004243147268425673
0.0,100.0,403,930,23451,-1.9305579662322998,3752,375328,-0.9100215435028076,0.0001871129497885704,0.001,-17.52895925,0.00042596019920893013
0.0,100.0,403,929,23466,-1.9398908615112305,3756,375568,1.6256247758865356,0.00020144126028753817,0.001,-17.42179316,0.00042540160939097404
0.0,100.0,404,929,23493,-1.8824505805969238,3760,376000,-1.1221601963043213,0.0005316170281730592,0.001,-17.361726060000002,0.0004232949868310243
0.0,100.0,405,929,23532,-1.846561312675476,3764,376624,14.87710952758789,0.00037942605558782816,0.001,-17.31044527,0.0004257621767465025
0.0,100.0,405,929,23551,-1.8054776191711426,3768,376928,-2.3476953506469727,8.018314110813662e-05,0.001,-17.334086499999998,0.0004420223121996969
0.0,100.0,405,929,23566,-1.8663914203643799,3772,377168,-5.388664245605469,0.000522064627148211,0.001,-17.345661219999997,0.0004419675387907773
0.0,100.0,406,929,23593,-1.8178775310516357,3776,377600,-1.8162331581115723,0.00010876767191803083,0.001,-17.30280304,0.000442368327639997
0.0,100.0,406,929,23632,-1.813041090965271,3780,378224,0.02645161747932434,0.00036055114469490945,0.001,-17.244623230000002,0.000435146561358124
0.0,100.0,407,929,23651,-1.8482087850570679,3784,378528,-3.2642295360565186,0.00025927944807335734,0.001,-17.24727482,0.0004293397068977356
0.0,100.0,407,929,23666,-1.805896520614624,3788,378768,-2.160630226135254,6.4410429331474e-05,0.001,-17.24022289,0.00042365965782664716
0.0,100.0,407,929,23693,-1.8756507635116577,3792,379200,-2.1622326374053955,0.00113009347114712,0.001,-17.35047535,0.00041868374682962894
0.0,100.0,408,929,23732,-1.854546070098877,3796,379824,-5.236248970031738,0.00011437330977059901,0.001,-17.28500252,0.00041569757740944624
0.0,100.0,408,929,23751,-1.887925624847412,3800,380128,-4.130394458770752,0.0004064614768140018,0.001,-17.339042319999997,0.0004116462077945471
0.0,100.0,409,929,23766,-1.8237128257751465,3804,380368,-1.5051707029342651,0.00021227715478744358,0.001,-17.277162340000004,0.00040814370731823146
